set_num,review_score
8465-1,71.0
8466-1,78.0
8468-1,65.0
8469-1,67.0
8470-1,63.0
8471-1,63.0
8472-1,60.0
8473-1,77.0
8475-1,83.0
8479-1,86.0
8480-1,96.0
8482-1,85.0
8483-1,72.0
8484-1,70.0
8485-1,93.0
8486-1,76.0
8487-1,80.0
8490-1,50.0
8491-1,50.0
8492-1,50.0
8493-1,50.0
8494-1,50.0
8495-1,57.0
8500-1,68.0
850-1,68.0
8501-1,65.0
850150-1,89.0
850152-1,98.0
850154-1,92.0
8502-1,64.0
8503-1,66.0
850355-1,72.0
8504-1,68.0
850423-1,54.0
850425-1,74.0
850426-1,86.0
850442-1,88.0
850443-1,100.0
850445-1,100.0
850446-1,84.0
850449-1,78.0
850451-1,88.0
850452-1,94.0
850453-1,74.0
850486-1,75.0
850487-1,87.0
850503-1,86.0
850507-1,94.0
8505-1,68.0
850529-1,90.0
850581-1,82.0
850591-1,100.0
850595-1,100.0
8506-1,64.0
850617-1,64.0
850618-1,100.0
850622-1,100.0
850635-1,79.0
850636-1,90.0
850638-1,100.0
850640-1,100.0
850642-1,100.0
850646-1,84.0
850648-1,94.0
850653-1,80.0
850656-1,84.0
850664-1,84.0
850686-1,84.0
850702-1,68.0
850705-1,86.0
8507-1,71.0
850779-1,66.0
850791-1,90.0
850794-1,44.0
850806-1,80.0
850807-1,83.0
850808-1,92.0
8508-1,30.0
850814-1,94.0
850838-1,74.0
850839-1,37.0
850842-1,88.0
850843-1,90.0
850849-1,96.0
850850-1,85.0
850851-1,88.0
850852-1,88.0
850888-1,80.0
850889-1,77.0
850894-1,82.0
850895-1,72.0
8509-1,70.0
850910-1,88.0
850913-1,92.0
850929-1,90.0
850932-1,79.0
850936-1,60.0
850939-1,82.0
850949-1,98.0
850950-1,100.0
850963-1,87.0
850967-1,75.0
850996-1,87.0
850997-1,90.0
850998-1,91.0
850999-1,96.0
851003-1,90.0
851005-1,95.0
8510-1,62.0
851-1,86.0
8511-1,69.0
8512-1,68.0
8513-1,67.0
851351-1,100.0
851352-1,100.0
851358-1,92.0
851362-1,68.0
851393-1,90.0
851394-1,100.0
851395-1,100.0
851400-1,89.0
851406-1,77.0
8514-1,67.0
851417-1,40.0
851463-1,81.0
851464-1,75.0
851502-1,75.0
8515-1,39.0
8516-1,74.0
851659-1,84.0
851687-1,75.0
8518-1,30.0
851861-1,75.0
8519-1,56.0
852001-1,84.0
8520-1,72.0
852089-1,72.0
852090-1,75.0
852095-1,70.0
852-1,80.0
8521-1,69.0
852113-1,63.0
852114-1,63.0
852132-1,100.0
852146-1,100.0
852194-1,100.0
8522-1,67.0
852217-1,75.0
852227-1,75.0
852271-1,80.0
852272-1,90.0
852273-1,100.0
852293-1,91.0
8523-1,67.0
852331-1,82.0
852341-1,82.0
852351-1,96.0
852354-1,100.0
852445-1,100.0
852504-1,100.0
8525-1,39.0
852535-1,39.0
852543-1,39.0
852547-1,39.0
852548-1,100.0
852549-1,86.0
852550-1,86.0
852551-1,86.0
852552-1,66.0
852553-1,66.0
852554-1,80.0
852555-1,74.0
852690-1,74.0
852697-1,73.0
852701-1,60.0
852702-1,60.0
8527-1,90.0
852715-1,96.0
852719-1,96.0
852737-1,80.0
852741-1,80.0
852742-1,80.0
852747-1,60.0
852748-1,60.0
852750-1,60.0
852751-1,60.0
852753-1,77.0
852768-1,32.0
852769-1,78.0
852771-1,80.0
852774-1,76.0
852777-1,100.0
852786-1,74.0
8528-1,57.0
852820-1,57.0
852837-1,100.0
852838-1,100.0
852842-1,96.0
852843-1,88.0
852844-1,100.0
852845-1,92.0
852848-1,63.0
852856-1,63.0
852858-1,63.0
8529-1,63.0
852911-1,100.0
852921-1,79.0
852922-1,81.0
852947-1,81.0
852948-1,81.0
852949-1,66.0
852950-1,68.0
852979-1,100.0
852980-1,100.0
852985-1,100.0
852987-1,86.0
852996-1,85.0
852998-1,85.0
8530-1,57.0
853092-1,57.0
853097-1,100.0
853-1,88.0
853100-1,64.0
853101-1,94.0
853106-1,72.0
8531-1,75.0
853111-1,75.0
853127-1,100.0
853130-1,62.0
853131-1,62.0
853143-1,100.0
853146-1,100.0
853148-1,100.0
853165-1,100.0
853167-1,100.0
853168-1,100.0
853175-1,66.0
853176-1,74.0
853195-1,78.0
853201-1,94.0
8532-1,80.0
853219-1,81.0
853234-1,60.0
853297-1,96.0
853301-1,72.0
8533-1,74.0
853317-1,74.0
853340-1,81.0
853344-1,92.0
853345-1,83.0
853346-1,86.0
853353-1,83.0
853358-1,68.0
853373-1,79.0
853378-1,100.0
853381-1,53.0
853403-1,100.0
8534-1,73.0
853429-1,94.0
853430-1,88.0
853433-1,85.0
853441-1,100.0
853449-1,98.0
853451-1,85.0
853452-1,100.0
853454-1,98.0
853455-1,72.0
853456-1,100.0
853465-1,75.0
853469-1,92.0
853470-1,83.0
853471-1,100.0
853472-1,100.0
853474-1,90.0
853476-1,47.0
853507-1,60.0
853508-1,30.0
8535-1,72.0
853515-1,86.0
853516-1,84.0
853534-1,100.0
853544-1,88.0
853548-1,100.0
853556-1,96.0
853569-1,100.0
853570-1,80.0
853571-1,99.0
853572-1,97.0
853573-1,100.0
853574-1,79.0
853575-1,86.0
853580-1,82.0
853590-1,100.0
853591-1,100.0
853592-1,80.0
853599-1,80.0
853600-1,94.0
853603-1,64.0
853604-1,76.0
853605-1,98.0
853609-1,89.0
8536-1,80.0
853610-1,92.0
853611-1,64.0
853632-1,100.0
853633-1,100.0
853634-1,100.0
853635-1,92.0
853636-1,40.0
853638-1,63.0
853639-1,80.0
853642-1,100.0
853647-1,64.0
853649-1,100.0
853650-1,72.0
853651-1,85.0
853652-1,95.0
853656-1,50.0
853663-1,79.0
853666-1,71.0
853667-1,100.0
853669-1,80.0
853670-1,88.0
853671-1,100.0
853676-1,79.0
853677-1,65.0
853687-1,88.0
853691-1,100.0
853694-1,90.0
853695-1,90.0
853696-1,50.0
853697-1,80.0
853698-1,78.0
853699-1,80.0
853703-1,100.0
853704-1,100.0
853705-1,100.0
853706-1,84.0
853707-1,100.0
853708-1,100.0
8537-1,71.0
853744-1,81.0
853757-1,100.0
853758-1,80.0
853759-1,84.0
853765-1,100.0
853767-1,100.0
853768-1,100.0
853769-1,80.0
853770-1,90.0
853771-1,48.0
853774-1,60.0
853780-1,60.0
853782-1,100.0
853790-1,20.0
853792-1,80.0
853793-1,100.0
853794-1,100.0
853795-1,70.0
853796-1,100.0
853797-1,93.0
853798-1,100.0
8538-1,83.0
853810-1,100.0
853815-1,100.0
853818-1,80.0
853840-1,55.0
853841-1,100.0
853842-1,100.0
853865-1,76.0
853866-1,83.0
853867-1,100.0
853872-1,70.0
853874-1,67.0
853875-1,68.0
853880-1,100.0
853882-1,100.0
853889-1,67.0
853890-1,100.0
853899-1,80.0
853900-1,100.0
853902-1,100.0
853904-1,60.0
853905-1,100.0
853906-1,100.0
853908-1,60.0
8539-1,74.0
853910-1,57.0
853911-1,93.0
853913-1,50.0
853914-1,50.0
853915-1,100.0
853921-1,88.0
853946-1,100.0
853947-1,100.0
853949-1,80.0
853950-1,40.0
853958-1,93.0
853967-1,58.0
853989-1,58.0
853990-1,78.0
853992-1,55.0
853998-1,100.0
853999-1,100.0
854006-1,100.0
8540-1,65.0
854011-1,100.0
854012-1,100.0
854031-1,82.0
854032-1,100.0
854048-1,100.0
854049-1,75.0
854050-1,95.0
854065-1,95.0
854-1,85.0
8541-1,68.0
8542-1,75.0
8543-1,59.0
8544-1,73.0
8545-1,74.0
8546-1,40.0
8547-1,82.0
8548-1,70.0
8549-1,80.0
8550-1,68.0
855-1,80.0
8551-1,71.0
8552-1,71.0
8553-1,69.0
8554-1,67.0
8555-1,55.0
8556-1,77.0
8557-1,70.0
8558-1,78.0
8559-1,70.0
8560-1,71.0
856-1,87.0
8561-1,76.0
8562-1,77.0
8563-1,78.0
8564-1,82.0
8565-1,79.0
8566-1,80.0
8567-1,80.0
8568-1,76.0
8569-1,65.0
8570-1,71.0
857-1,73.0
8571-1,78.0
8572-1,70.0
8573-1,70.0
8574-1,63.0
8575-1,78.0
8576-1,78.0
8577-1,75.0
8578-1,75.0
8580-1,53.0
858-1,85.0
8581-1,67.0
8582-1,65.0
8583-1,74.0
8584-1,76.0
8585-1,75.0
8586-1,73.0
8587-1,81.0
8588-1,82.0
8589-1,78.0
8590-1,72.0
8591-1,75.0
8592-1,68.0
8593-1,77.0
8594-1,79.0
8595-1,84.0
8596-1,84.0
8598-1,45.0
8599-1,50.0
8601-1,78.0
8602-1,65.0
8603-1,77.0
8604-1,78.0
8605-1,77.0
8606-1,74.0
8607-1,73.0
8608-1,65.0
8609-1,79.0
8610-1,78.0
8611-1,71.0
8612-1,74.0
8613-1,51.0
8614-1,75.0
8615-1,72.0
8616-1,75.0
8617-1,75.0
8618-1,73.0
8619-1,69.0
8620-1,69.0
8621-1,76.0
8622-1,85.0
8623-1,72.0
8624-1,48.0
8625-1,72.0
8626-1,66.0
8630-1,82.0
8631-1,81.0
8632-1,79.0
8633-1,78.0
8634-1,76.0
8635-1,77.0
8636-1,81.0
8637-1,86.0
8638-1,70.0
8639-1,73.0
8640-1,79.0
8641-1,77.0
8642-1,79.0
8643-1,74.0
8644-1,79.0
8645-1,50.0
8646-1,50.0
8647-1,76.0
8648-1,67.0
8649-1,62.0
8650-1,65.0
8651-1,60.0
8652-1,82.0
8653-1,85.0
8654-1,87.0
8655-1,81.0
8656-1,63.0
8657-1,68.0
8658-1,70.0
8660-1,84.0
8661-1,73.0
8662-1,71.0
8663-1,55.0
8664-1,86.0
8665-1,74.0
8666-1,78.0
8667-1,60.0
8668-1,64.0
8669-1,59.0
8670-1,71.0
8671-1,81.0
8672-1,79.0
8673-1,80.0
8674-1,82.0
8675-1,85.0
8676-1,62.0
8677-1,79.0
8678-1,70.0
8679-1,71.0
8680-1,71.0
8681-1,82.0
8682-1,66.0
8683-0,94.0
8683-1,83.0
8683-10,80.0
8683-11,83.0
8683-12,78.0
8683-13,81.0
8683-14,81.0
8683-15,75.0
8683-16,78.0
8683-17,86.0
8683-18,92.0
8683-2,89.0
8683-3,84.0
8683-4,87.0
8683-5,82.0
8683-6,75.0
8683-7,81.0
8683-8,82.0
8683-9,83.0
8684-0,83.0
8684-1,87.0
8684-10,77.0
8684-11,74.0
8684-12,80.0
8684-13,81.0
8684-14,77.0
8684-15,74.0
8684-16,83.0
8684-17,89.0
8684-18,92.0
8684-2,90.0
8684-3,75.0
8684-4,83.0
8684-5,84.0
8684-6,76.0
8684-7,78.0
8684-8,81.0
8684-9,82.0
8685-1,73.0
8686-1,75.0
8687-1,78.0
8688-1,72.0
8689-1,69.0
8690-1,78.0
8691-1,88.0
8692-1,88.0
8693-1,76.0
8694-1,77.0
8695-1,71.0
8696-1,81.0
8697-1,71.0
8698-1,76.0
8699-1,87.0
8700-1,76.0
870-1,70.0
8701-1,71.0
8702-1,43.0
8703-1,40.0
8704-1,56.0
8705-1,58.0
8706-1,58.0
8707-1,81.0
8708-1,70.0
8709-1,78.0
8710-1,68.0
871-1,70.0
8712-1,73.0
8714-1,68.0
8715-1,88.0
8719-1,50.0
8720-1,75.0
872-1,72.0
8721-1,77.0
8722-1,80.0
8723-1,78.0
8724-1,80.0
8725-1,75.0
8726-1,80.0
8727-1,81.0
8728-1,80.0
8729-1,84.0
8730-1,81.0
8731-1,79.0
8732-1,72.0
8733-1,78.0
8734-1,73.0
8735-1,74.0
8736-1,69.0
8737-1,75.0
8738-1,75.0
8739-1,75.0
8740-1,76.0
874-1,75.0
8741-1,77.0
8742-1,70.0
8743-1,77.0
8744-1,77.0
8745-1,72.0
8746-1,71.0
8747-1,76.0
8748-1,37.0
875-1,75.0
8755-1,83.0
8756-1,79.0
8757-1,54.0
8758-1,62.0
8759-1,74.0
876-1,66.0
8761-1,81.0
8762-1,86.0
8763-1,72.0
8764-1,79.0
8769-1,50.0
8770-1,53.0
877-1,66.0
8771-1,53.0
8772-1,51.0
8773-1,56.0
8774-1,60.0
8777-1,70.0
8778-1,72.0
8779-1,60.0
8780-1,67.0
878-1,65.0
8781-1,64.0
8782-1,40.0
8783-1,40.0
8784-1,42.0
8785-1,41.0
8786-1,41.0
8790-1,59.0
879-1,80.0
8791-1,60.0
8792-1,58.0
8793-1,57.0
8794-1,55.0
8795-1,47.0
8796-1,57.0
8799-1,62.0
88000-1,79.0
880002-1,86.0
8800-1,64.0
88002-1,79.0
88003-1,92.0
88004-1,84.0
88005-1,80.0
88006-1,80.0
88007-1,76.0
88008-1,56.0
88009-1,48.0
880-1,86.0
88010-1,60.0
8801-1,49.0
88011-1,83.0
88012-1,57.0
88013-1,60.0
8802-1,72.0
8803-0,72.0
8803-1,86.0
8803-10,81.0
8803-11,73.0
8803-12,84.0
8803-13,80.0
8803-14,78.0
8803-15,78.0
8803-16,79.0
8803-17,92.0
8803-18,92.0
8803-2,76.0
8803-3,81.0
8803-4,85.0
8803-5,74.0
8803-6,77.0
8803-7,79.0
8803-8,83.0
8803-9,89.0
8804-0,89.0
8804-1,83.0
8804-10,81.0
8804-11,76.0
8804-12,79.0
8804-13,87.0
8804-14,79.0
8804-15,72.0
8804-16,77.0
8804-17,92.0
8804-18,92.0
8804-2,83.0
8804-3,86.0
8804-4,78.0
8804-5,72.0
8804-6,83.0
8804-7,83.0
8804-8,84.0
8804-9,76.0
8805-0,76.0
8805-1,82.0
8805-10,79.0
8805-11,80.0
8805-12,87.0
8805-13,75.0
8805-14,86.0
8805-15,82.0
8805-16,75.0
8805-17,92.0
8805-18,92.0
8805-2,87.0
8805-3,84.0
8805-4,79.0
8805-5,79.0
8805-6,86.0
8805-7,76.0
8805-8,81.0
8805-9,75.0
8808-1,68.0
8809-1,40.0
8810-1,68.0
8811-1,79.0
8812-1,67.0
8813-1,78.0
8815-1,62.0
8816-1,71.0
8818-1,67.0
8820-1,67.0
8821-1,71.0
8822-1,68.0
8823-1,75.0
8824-1,79.0
8825-1,65.0
8826-1,56.0
8827-1,83.0
8827-10,90.0
8827-11,79.0
8827-12,81.0
8827-13,82.0
8827-14,80.0
8827-15,84.0
8827-16,80.0
8827-17,93.0
8827-18,93.0
8827-2,82.0
8827-3,92.0
8827-4,88.0
8827-5,85.0
8827-6,79.0
8827-7,92.0
8827-8,80.0
8827-9,78.0
8828-1,78.0
8829-1,62.0
8830-1,71.0
8831-1,83.0
8831-10,60.0
8831-11,78.0
8831-12,82.0
8831-13,68.0
8831-14,84.0
8831-15,75.0
8831-16,73.0
8831-17,88.0
8831-18,88.0
8831-2,91.0
8831-3,89.0
8831-4,77.0
8831-5,83.0
8831-6,82.0
8831-7,78.0
8831-8,86.0
8831-9,73.0
8832-1,68.0
8833-1,80.0
8833-10,80.0
8833-11,71.0
8833-12,72.0
8833-13,73.0
8833-14,78.0
8833-15,76.0
8833-16,79.0
8833-17,75.0
8833-18,75.0
8833-2,72.0
8833-3,76.0
8833-4,68.0
8833-5,73.0
8833-6,76.0
8833-7,71.0
8833-8,76.0
8833-9,72.0
8835-1,78.0
8836-1,72.0
8837-1,82.0
8838-1,80.0
8839-1,81.0
8840-1,72.0
8841-1,73.0
8842-1,81.0
8843-1,73.0
8844-1,76.0
8845-1,77.0
8846-1,78.0
8847-1,80.0
8848-1,81.0
8849-1,80.0
8850-1,85.0
885-1,72.0
8851-1,74.0
8852-1,75.0
8853-1,81.0
8854-1,79.0
8855-1,87.0
8856-1,84.0
8857-1,77.0
8857-2,76.0
8858-1,85.0
8858-2,81.0
8859-1,83.0
8860-1,90.0
886-1,79.0
8862-1,84.0
8863-1,65.0
8864-1,84.0
8865-1,79.0
8866-1,53.0
8867-1,74.0
8868-1,91.0
8869-1,81.0
8870-1,83.0
8871-1,83.0
8872-1,86.0
8873-1,70.0
8874-1,71.0
8875-1,68.0
8876-1,76.0
8877-1,85.0
8878-1,74.0
8879-1,80.0
8880-1,94.0
8881-1,75.0
8882-1,82.0
8883-1,77.0
8884-1,83.0
8885-1,72.0
8886-1,82.0
8887-1,76.0
8888-1,76.0
8889-1,82.0
8890-1,71.0
889-1,70.0
8891-1,86.0
8892-1,50.0
8893-1,69.0
8894-1,58.0
8896-1,72.0
8897-1,67.0
8898-1,70.0
8899-1,97.0
8900-1,80.0
890-1,66.0
8901-1,61.0
8902-1,80.0
8903-1,77.0
8904-1,78.0
8905-1,81.0
8907-1,84.0
8908-1,84.0
8909-1,88.0
8909-18,85.0
8909-2,85.0
8909-3,82.0
8909-4,83.0
8909-5,82.0
8909-6,88.0
8909-7,88.0
8909-8,85.0
8909-9,85.0
8910-1,75.0
891-1,79.0
8911-1,83.0
8912-1,77.0
8913-1,76.0
8914-1,72.0
891506-1,76.0
8915-1,73.0
8916-1,78.0
891610-1,84.0
8917-1,63.0
891722-1,82.0
891730-1,100.0
891731-1,100.0
8918-1,74.0
891833-1,80.0
891834-1,80.0
891838-1,78.0
891843-1,100.0
8919-1,74.0
8920-1,67.0
892061-1,90.0
892064-1,90.0
8921-1,68.0
8922-1,75.0
8923-1,81.0
8924-1,79.0
8925-1,58.0
8926-1,60.0
8927-1,73.0
8929-1,81.0
8930-1,79.0
8931-1,74.0
8932-1,80.0
8934-1,20.0
8935-1,85.0
8939-1,84.0
8940-1,84.0
894-1,89.0
8941-1,75.0
8942-1,74.0
8942-2,74.0
8943-1,77.0
8944-1,80.0
8945-1,71.0
8946-1,77.0
8947-1,76.0
8948-1,83.0
8949-1,71.0
895-1,73.0
8952-1,76.0
8953-1,72.0
8954-1,79.0
8956-1,66.0
8957-1,79.0
8958-1,84.0
8959-1,79.0
8960-1,86.0
8961-1,80.0
8962-1,78.0
8963-1,74.0
8964-1,79.0
8967-1,72.0
8968-1,81.0
8969-1,69.0
8970-1,89.0
897-1,79.0
8971-1,84.0
8972-1,73.0
8973-1,77.0
8974-1,64.0
8975-1,76.0
8976-1,68.0
8977-1,80.0
8978-1,79.0
8979-1,72.0
8980-1,71.0
8981-1,79.0
8982-1,76.0
8983-1,85.0
8984-1,74.0
8985-1,71.0
8986-1,68.0
8987-1,69.0
8988-1,74.0
8989-1,72.0
8990-1,72.0
8991-1,75.0
8992-1,84.0
8993-1,89.0
8994-1,86.0
8995-1,86.0
8996-1,81.0
8998-1,88.0
900-1,65.0
901-1,69.0
9020-1,77.0
9023-1,50.0
9058-1,50.0
9076-1,80.0
9092-1,80.0
9093-1,76.0
9094-1,76.0
9095-1,76.0
9-1,65.0
910-1,65.0
911-1,74.0
911506-1,62.0
911508-1,70.0
911510-1,60.0
911511-1,60.0
911607-1,76.0
911608-1,72.0
911609-1,66.0
911611-1,68.0
911612-1,80.0
911618-1,74.0
911719-1,80.0
911720-1,70.0
911722-1,72.0
911831-1,64.0
911832-1,60.0
911833-1,71.0
911837-1,70.0
911842-1,78.0
911943-1,82.0
911944-1,72.0
911945-1,76.0
911946-1,70.0
911948-1,76.0
911949-1,76.0
911950-1,76.0
911952-1,72.0
911954-1,72.0
912056-1,72.0
912058-1,72.0
912060-1,78.0
912063-1,78.0
912065-1,90.0
912-1,88.0
9154-1,65.0
9170-1,70.0
9171-1,75.0
918-1,88.0
9-2,60.0
920-2,90.0
9210-1,70.0
9214-1,70.0
92176-1,97.0
92177-1,77.0
9225-1,77.0
9238-1,70.0
924-1,91.0
9247-1,85.0
9247-2,83.0
926-1,88.0
928-1,95.0
9286-1,82.0
9293-1,83.0
9301-1,72.0
9311-1,72.0
9320-1,70.0
9324-1,70.0
933-1,55.0
9333-1,72.0
9335-1,70.0
934-1,60.0
9348-1,72.0
9349-1,69.0
935-1,60.0
9355-1,70.0
9360-1,83.0
936-1,83.0
9361-1,70.0
9364-1,88.0
9365-1,90.0
9370-1,62.0
937-1,60.0
9376-1,51.0
9377-1,70.0
9385-1,85.0
9386-1,92.0
9387-1,94.0
9388-1,83.0
9389-1,94.0
9390-1,75.0
939-1,78.0
9391-1,74.0
9392-1,78.0
9393-1,76.0
9394-1,80.0
9395-1,81.0
9396-1,83.0
9397-1,76.0
9398-1,82.0
940-1,65.0
941-1,70.0
9440-1,69.0
9441-1,80.0
9442-1,83.0
9443-1,79.0
9444-1,74.0
9445-1,74.0
9446-1,83.0
9447-1,75.0
9448-1,81.0
9449-1,84.0
9450-1,86.0
9453-1,83.0
9455-1,90.0
9457-1,82.0
9461-1,71.0
9462-1,67.0
9463-1,81.0
9464-1,83.0
9465-1,81.0
9466-1,76.0
9467-1,76.0
9468-1,87.0
9469-1,75.0
9470-1,84.0
9471-1,83.0
9472-1,83.0
9473-1,82.0
9474-1,89.0
9476-1,80.0
9478-1,72.0
9479-1,79.0
9480-1,74.0
948-1,81.0
9481-1,54.0
9483-1,83.0
9484-1,47.0
9486-1,82.0
9488-1,81.0
9489-1,77.0
9490-1,75.0
9491-1,78.0
9492-1,78.0
9493-1,81.0
9494-1,87.0
9495-1,81.0
9496-1,87.0
9497-1,84.0
9498-1,76.0
9499-1,78.0
9500-1,87.0
950-1,81.0
9509-1,64.0
951-1,87.0
9515-1,82.0
9516-1,83.0
951702-1,78.0
951704-1,78.0
951806-1,84.0
951809-1,92.0
951810-1,88.0
951901-1,64.0
951902-1,64.0
951903-1,84.0
951904-1,84.0
951905-1,60.0
951906-1,60.0
951907-1,70.0
951908-1,86.0
951909-1,84.0
951910-1,84.0
951911-1,84.0
951912-1,84.0
952001-1,84.0
952002-1,84.0
952003-1,84.0
952-1,82.0
9525-1,77.0
9526-1,80.0
9534-1,70.0
954-1,82.0
955-1,86.0
9551-1,74.0
9552-1,70.0
9553-1,75.0
9554-1,85.0
9555-1,76.0
9556-1,73.0
9557-1,71.0
9558-1,80.0
956-1,89.0
9561-1,76.0
9562-1,78.0
9563-1,84.0
9564-1,100.0
9566-1,75.0
9567-1,75.0
9569-1,72.0
9570-1,77.0
9571-1,70.0
9572-1,79.0
9573-1,68.0
9574-1,79.0
9579-1,70.0
9580-1,77.0
9585-1,100.0
9590-1,76.0
9591-1,75.0
960-1,78.0
9604-1,67.0
9610-1,72.0
961-1,72.0
9612-1,73.0
9614-1,73.0
9615-1,60.0
9616-1,73.0
9617-1,70.0
9633-1,70.0
9641-1,74.0
9648-1,75.0
9649-1,72.0
9650-1,75.0
9654-1,83.0
9656-1,82.0
9665-1,73.0
9674-1,75.0
9675-1,75.0
9676-1,76.0
9677-1,76.0
9678-1,81.0
9679-1,79.0
9686-1,70.0
9688-1,84.0
9689-1,70.0
9693-1,100.0
9694-1,88.0
9695-1,100.0
970-1,70.0
9701-1,82.0
9702-1,78.0
9709-1,88.0
9713-1,50.0
9719-1,91.0
9723-1,80.0
9730-1,53.0
9731-1,78.0
9732-1,52.0
9735-1,86.0
9736-1,73.0
9738-1,84.0
9747-1,91.0
9748-1,77.0
9751-1,60.0
9754-1,79.0
9755-1,70.0
9756-1,77.0
9757-1,84.0
9758-1,73.0
9786-1,70.0
9794-1,75.0
9795-1,65.0
9797-1,100.0
980-1,55.0
9840-1,100.0
9841-1,100.0
9842-1,94.0
9843-1,81.0
9844-1,77.0
9845-1,73.0
9846-1,77.0
9848-1,60.0
987-1,55.0
9891-1,76.0
990-1,75.0
9911-1,65.0
9912-1,83.0
9916-1,82.0
9920-1,65.0
995-1,75.0
BLUE-1,75.0
CELEBV-1,75.0
COMCON033-1,75.0
COMCON034-1,75.0
COMCON035-1,75.0
COMCON037-1,100.0
COMCON040-1,100.0
COMCON042-1,86.0
DCBHZ-1,86.0
DCSHDVD1-1,81.0
DCSHDVD2-1,86.0
DVD246-1,86.0
EMMETSCAR-1,73.0
FANDOME2020-1,73.0
HARLEY-1,73.0
LIJWII-1,73.0
LLCA53-1,73.0
MINNEAPOLIS-2,73.0
MMMB001-1,73.0
MMMB004-1,73.0
MMMB005-1,73.0
MMMB010-1,73.0
MMMB039-1,73.0
MMMB040-1,73.0
MS1044-1,73.0
MS1046-1,73.0
NEWSSTAND-1,73.0
PE770439-1,40.0
PE770441-1,40.0
PS3038-1,40.0
ROSE-1,40.0
SACRAMENTO-1,100.0
SDCC2015-4,75.0
SDCC2016-1,75.0
SDCC2019-1,75.0
SDCC2019-2,75.0
SDCC2019-3,75.0
SW117PROMO-1,75.0
SWCOMIC1-1,64.0
SWDVDBD-1,72.0
TLMPS-1,77.0
TORQUE-1,77.0
TRUCAPAM-1,77.0
TRUCOGSWORTH-1,77.0
TRUFALCON-1,64.0
TRULUMIERE-1,64.0
TRUNEXOMONSTER-1,64.0
WEETABIX1-1,84.0
WEETABIX2-1,83.0
WEETABIX3-1,88.0
WEETABIX4-1,90.0
