set_num,review_score
5005811-1,60.0
5005814-1,100.0
5005818-1,100.0
5005834-1,100.0
5005873-1,90.0
5005885-1,86.0
5005906-1,100.0
5005907-1,76.0
5005919-1,60.0
5005920-1,80.0
5006035-1,100.0
5006066-1,100.0
5006085-1,100.0
5006-1,50.0
5006171-1,60.0
5006215-1,65.0
5006363-1,84.0
5008-1,90.0
50-1,88.0
5014-1,61.0
5015-1,75.0
5016-1,44.0
5017-1,57.0
5018-1,65.0
5022-1,45.0
5024-1,70.0
5028-1,35.0
5030-1,62.0
503-1,45.0
5031-1,35.0
5033-1,55.0
5034-1,67.0
5035-1,63.0
5037-1,70.0
5042-1,68.0
5043-1,72.0
5044-1,60.0
5046-1,75.0
5048-1,82.0
5049-1,60.0
5050-1,65.0
5051-1,70.0
5052-1,64.0
5053-1,57.0
5054-1,70.0
5055-1,65.0
5056-1,60.0
5057-1,57.0
5058-1,72.0
5059-1,70.0
5060-1,72.0
5061-1,60.0
5062-1,60.0
5065-1,60.0
5066-1,70.0
5067-1,55.0
5068-1,63.0
5069-1,60.0
5070-1,58.0
507-1,47.0
5071-1,75.0
5072-1,70.0
5073-1,65.0
5074-1,67.0
5075-1,54.0
5077-1,86.0
5078-1,67.0
5079-1,60.0
5081-1,63.0
5082-1,60.0
5085-1,63.0
5089-1,55.0
5099-1,50.0
5100-1,40.0
510-1,56.0
5101-1,53.0
5103-1,65.0
5104-1,65.0
5107-1,43.0
5108-1,50.0
5109-1,55.0
5111-1,65.0
5113-1,70.0
5114-1,65.0
5115-1,40.0
5116-1,40.0
5117-1,67.0
5118-1,74.0
5119-1,82.0
5120-1,75.0
5121-1,68.0
5122-1,53.0
5125-1,52.0
5126-1,67.0
5127-1,70.0
5128-1,70.0
5129-1,60.0
5130-1,60.0
5131-1,65.0
5132-1,50.0
5133-1,81.0
5134-1,78.0
5135-1,66.0
5136-1,35.0
5137-1,68.0
5138-1,78.0
5139-1,70.0
5145-1,68.0
5149-1,76.0
5150-1,65.0
515-1,54.0
5151-1,75.0
51515-1,75.0
5152-1,70.0
5156-1,60.0
5157-1,50.0
5158-1,63.0
5159-1,68.0
5160-1,59.0
5161-1,70.0
5163-1,50.0
5164-1,50.0
5165-1,60.0
5169-1,70.0
517-1,50.0
5171-1,70.0
5172-1,65.0
5174-1,80.0
5175-1,63.0
5176-1,83.0
5177-1,60.0
5178-1,55.0
5180-1,60.0
5181-1,60.0
5184-1,77.0
5185-1,45.0
5186-1,60.0
5187-1,88.0
5188-1,65.0
5189-1,48.0
5190-1,72.0
5191-1,70.0
5192-1,87.0
5193-1,50.0
5194-1,69.0
5195-1,60.0
5196-1,55.0
5197-1,30.0
5198-1,55.0
5200-1,68.0
520-1,57.0
5201-1,68.0
5202-1,37.0
5203-1,68.0
5205-1,50.0
5206-1,79.0
5211-1,55.0
5213-1,55.0
5215-1,76.0
5216-1,89.0
5218-1,84.0
5219-1,64.0
5220-1,69.0
5221-1,65.0
5222-1,78.0
5223-1,60.0
5225-1,89.0
5226-1,50.0
5227-1,50.0
5228-1,55.0
5229-1,52.0
5231-1,60.0
5233-1,60.0
5235-1,60.0
5235-2,70.0
5239-1,47.0
5240-1,58.0
5241-1,50.0
5242-1,77.0
5243-1,80.0
5244-1,75.0
5246-1,83.0
5247-1,60.0
5248-1,83.0
525-1,71.0
5251-1,60.0
5252-1,30.0
5253-1,50.0
5254-1,50.0
5255-1,50.0
5256-1,70.0
5257-1,63.0
5259-1,70.0
5261-1,50.0
5265-1,60.0
5266-1,57.0
5268-1,65.0
527-1,60.0
5272-1,50.0
5274-1,65.0
5275-1,80.0
5276-1,55.0
5277-1,60.0
5278-1,74.0
5279-1,70.0
5282-1,60.0
5283-1,60.0
5285-1,65.0
5286-1,70.0
5288-1,65.0
5289-1,70.0
5291-1,67.0
5292-1,88.0
5294-1,88.0
5295-1,67.0
5-3,83.0
5300-1,83.0
530-1,50.0
5301-1,75.0
5302-1,66.0
5303-1,72.0
5304-1,68.0
5305-1,62.0
5306-1,53.0
5307-1,60.0
5308-1,78.0
5309-1,73.0
5310-1,56.0
5311-1,64.0
5313-1,68.0
5314-1,72.0
5316-1,73.0
5317-1,64.0
5318-1,70.0
5319-1,53.0
5320-1,72.0
5321-1,62.0
533-1,40.0
535-1,70.0
5352-1,75.0
5355-1,50.0
5356-1,40.0
5357-1,65.0
5358-1,65.0
5359-1,65.0
5363-1,78.0
537-1,67.0
537-2,55.0
5372-1,65.0
5373-1,74.0
5378-1,80.0
5381-1,52.0
5382-1,53.0
5383-1,50.0
5384-1,62.0
5386-1,65.0
5387-1,65.0
5388-1,50.0
5389-1,71.0
5390-1,45.0
5391-1,72.0
5392-1,70.0
5393-1,72.0
5394-1,70.0
5395-1,35.0
5396-1,60.0
5397-1,78.0
5398-1,60.0
5399-1,67.0
540-1,65.0
540-2,56.0
5402-1,43.0
540-3,84.0
5403-1,43.0
5404-1,53.0
5405-1,50.0
5413-1,35.0
5414-1,45.0
5415-1,76.0
5416-1,76.0
5417-1,76.0
542-1,82.0
5437-1,51.0
544-1,69.0
545-1,71.0
545-2,75.0
5461-1,75.0
547-1,65.0
5475-1,82.0
5477-1,73.0
5482-1,70.0
5491-1,80.0
5493-1,80.0
5494-1,60.0
5497-1,65.0
55001-1,55.0
550-2,84.0
5503-1,75.0
5507-1,75.0
5508-1,78.0
5510-1,83.0
551-1,65.0
5512-1,62.0
5515-1,65.0
5516-1,65.0
5517-1,74.0
5518-1,74.0
552-1,64.0
5521-1,83.0
5522-1,64.0
5524-1,73.0
5525-1,67.0
5526-1,71.0
5528-1,70.0
553-1,67.0
5533-1,72.0
5537-1,70.0
5540-1,82.0
554-1,82.0
5541-1,86.0
5542-1,89.0
5544-1,60.0
5545-1,65.0
5549-1,65.0
5550-1,84.0
555-1,78.0
555-2,75.0
5552-1,65.0
5554-1,77.0
5555-1,70.0
5556-1,70.0
5560-1,78.0
556-1,68.0
5561-1,79.0
5563-1,82.0
557-1,70.0
5571-1,92.0
5573-1,65.0
5574-1,60.0
5576-1,65.0
5577-1,60.0
5578-1,55.0
5580-1,89.0
558-1,68.0
5581-1,89.0
5584-1,55.0
5585-1,74.0
5587-1,70.0
5590-1,91.0
5591-1,89.0
5594-1,89.0
5595-1,89.0
5596-1,70.0
5597-1,60.0
5598-1,70.0
5599-1,68.0
5600-1,68.0
560-1,82.0
5601-1,82.0
560-2,78.0
5602-1,78.0
5603-1,78.0
5605-1,60.0
5606-1,84.0
5607-1,65.0
5610-1,78.0
5611-1,78.0
5612-1,77.0
5613-1,74.0
5614-1,81.0
561504-1,81.0
5615-1,75.0
561608-1,75.0
5616-1,82.0
5617-1,60.0
5618-1,69.0
5619-1,73.0
5620-1,66.0
5621-1,75.0
5623-1,75.0
5625-1,58.0
5626-1,76.0
5627-1,60.0
5632-1,59.0
5633-1,59.0
5635-1,59.0
5636-1,59.0
5637-1,55.0
5638-1,55.0
5640-1,92.0
5642-1,92.0
5643-1,66.0
5644-1,76.0
5645-1,76.0
5646-1,45.0
5647-1,70.0
5648-1,90.0
565-1,88.0
5651-1,88.0
565-2,65.0
5653-1,65.0
5654-1,65.0
5655-1,65.0
5656-1,84.0
5657-1,72.0
5658-1,68.0
5659-1,75.0
566-1,65.0
5679-1,86.0
5680-1,90.0
5681-1,92.0
5682-1,74.0
5683-1,74.0
5685-1,70.0
5700-1,69.0
570-1,81.0
5701-1,55.0
5706-1,63.0
5714-1,60.0
575-1,87.0
5761-1,78.0
5762-1,77.0
5763-1,67.0
5764-1,72.0
5765-1,80.0
5766-1,77.0
5767-1,79.0
5770-1,89.0
577-1,67.0
5771-1,82.0
5785-1,82.0
580-1,91.0
5801-1,50.0
5802-1,50.0
5803-1,50.0
5804-1,60.0
5805-1,62.0
5807-1,65.0
5808-1,67.0
5810-1,76.0
5811-1,48.0
5812-1,36.0
5813-1,75.0
5814-1,69.0
5815-1,75.0
5816-1,75.0
5820-1,55.0
5821-1,54.0
5822-1,53.0
5823-1,71.0
5824-1,71.0
5825-1,68.0
5826-1,77.0
5827-1,62.0
5828-1,62.0
5830-1,60.0
5831-1,54.0
5832-1,45.0
5833-1,42.0
5834-1,58.0
5835-1,72.0
5836-1,46.0
5837-1,53.0
5838-1,68.0
5840-1,70.0
5841-1,40.0
5842-1,57.0
5843-1,60.0
5844-1,62.0
5845-1,55.0
5846-1,77.0
5847-1,77.0
5848-1,90.0
5850-1,66.0
585-1,82.0
5854-1,55.0
5855-1,55.0
5856-1,56.0
5857-1,77.0
5858-1,64.0
5859-1,60.0
5860-1,66.0
5861-1,56.0
5862-1,70.0
5864-1,70.0
5865-1,71.0
5866-1,71.0
5867-1,69.0
5868-1,73.0
5870-1,67.0
5872-1,76.0
5873-1,70.0
5874-1,78.0
5875-1,70.0
5876-1,65.0
5877-1,60.0
5880-1,78.0
588-1,84.0
5882-1,73.0
5883-1,73.0
5884-1,77.0
5885-1,78.0
5886-1,76.0
5887-1,86.0
5888-1,70.0
5890-1,70.0
5891-1,78.0
5892-1,76.0
5893-1,79.0
5895-1,57.0
5898-1,76.0
5899-1,72.0
5900-1,65.0
590-1,82.0
5901-1,75.0
5902-1,72.0
5903-1,61.0
5904-1,44.0
5905-1,69.0
5906-1,77.0
5909-1,78.0
5911-1,54.0
5912-1,61.0
5913-1,57.0
5914-1,61.0
5918-1,81.0
5919-1,73.0
5920-1,81.0
5921-1,70.0
5924-1,60.0
5925-1,76.0
5927-1,60.0
5928-1,79.0
5929-1,70.0
5930-1,69.0
5932-1,69.0
5933-1,55.0
5934-1,73.0
5935-1,87.0
5936-1,79.0
5938-1,84.0
5940-1,52.0
5941-1,65.0
5942-1,55.0
5943-1,77.0
5944-1,67.0
5945-1,65.0
5946-1,55.0
5947-1,55.0
5948-1,83.0
5950-1,60.0
5951-1,53.0
5952-1,67.0
5953-1,57.0
5955-1,74.0
5956-1,78.0
5958-1,81.0
5960-1,70.0
5961-1,74.0
5962-1,64.0
5963-1,60.0
5964-1,66.0
5965-1,66.0
5966-1,68.0
5967-1,47.0
5969-1,76.0
5970-1,78.0
5971-1,66.0
5972-1,82.0
5973-1,81.0
5974-1,76.0
5975-1,78.0
5976-1,86.0
5977-1,86.0
5978-1,85.0
5979-1,63.0
5980-1,76.0
5981-1,78.0
5982-1,84.0
5983-1,78.0
5984-1,81.0
5985-1,81.0
5986-1,89.0
5987-1,81.0
5988-1,90.0
599-1,80.0
5994-1,73.0
5998-1,78.0
5999-1,72.0
60000-1,75.0
6000-1,93.0
60001-1,77.0
60002-1,83.0
60003-1,83.0
60004-1,80.0
60005-1,74.0
60006-1,76.0
60007-1,81.0
60008-1,79.0
60009-1,88.0
600-1,64.0
60011-1,83.0
60012-1,75.0
60013-1,88.0
60014-1,83.0
60015-1,77.0
60016-1,80.0
60017-1,80.0
60018-1,80.0
60019-1,79.0
600-2,52.0
60020-1,83.0
6002-1,73.0
60021-1,85.0
6002-2,83.0
60022-1,83.0
60023-1,82.0
60024-1,78.0
60025-1,85.0
60026-1,87.0
60027-1,79.0
60031-1,84.0
60032-1,75.0
60033-1,74.0
60034-1,84.0
60035-1,78.0
60036-1,87.0
6004-1,69.0
60041-1,84.0
60042-1,81.0
60043-1,82.0
60044-1,90.0
60045-1,87.0
60046-1,84.0
60047-1,90.0
60048-1,86.0
60049-1,88.0
60050-1,82.0
60051-1,82.0
60052-1,91.0
60053-1,85.0
60054-1,81.0
60055-1,73.0
60056-1,86.0
60057-1,83.0
60058-1,81.0
60059-1,83.0
60060-1,88.0
60061-1,89.0
60062-1,89.0
60063-1,85.0
60064-1,84.0
60065-1,63.0
60066-1,78.0
60067-1,87.0
60068-1,87.0
60069-1,89.0
60070-1,84.0
6007-1,70.0
60071-1,84.0
60072-1,82.0
60073-1,86.0
60074-1,82.0
60075-1,93.0
60076-1,85.0
60077-1,86.0
60078-1,78.0
60079-1,83.0
60080-1,77.0
6008-1,65.0
60081-1,87.0
60082-1,84.0
60083-1,82.0
60084-1,85.0
60085-1,86.0
60086-1,75.0
60088-1,74.0
60090-1,70.0
6009-1,77.0
60091-1,81.0
60092-1,86.0
60093-1,87.0
60095-1,93.0
60096-1,90.0
60097-1,94.0
60098-1,91.0
60099-1,85.0
60100-1,76.0
6010-1,78.0
60101-1,89.0
60102-1,91.0
60103-1,91.0
60104-1,83.0
60105-1,82.0
60106-1,82.0
60107-1,89.0
60108-1,87.0
60109-1,88.0
601-1,66.0
60110-1,90.0
6011-1,73.0
60111-1,90.0
60112-1,83.0
60113-1,85.0
60114-1,87.0
60115-1,87.0
60116-1,85.0
60117-1,85.0
60118-1,85.0
60119-1,77.0
601-2,68.0
60120-1,76.0
6012-1,74.0
60121-1,77.0
60122-1,78.0
6012298-1,78.0
60123-1,83.0
60124-1,78.0
60125-1,85.0
60126-1,87.0
60127-1,81.0
60128-1,79.0
60129-1,78.0
60130-1,86.0
6013-1,74.0
60131-1,82.0
60132-1,76.0
60133-1,88.0
60134-1,91.0
60135-1,82.0
60136-1,84.0
60137-1,84.0
60138-1,86.0
60139-1,83.0
60140-1,85.0
60141-1,91.0
60142-1,77.0
60143-1,81.0
60144-1,90.0
60145-1,88.0
60146-1,86.0
60147-1,81.0
60148-1,79.0
60149-1,86.0
60150-1,89.0
60151-1,87.0
60152-1,91.0
60153-1,81.0
60154-1,75.0
60155-1,79.0
60156-1,72.0
60157-1,84.0
60158-1,85.0
60159-1,85.0
60160-1,85.0
6016-1,69.0
60161-1,81.0
60162-1,91.0
60163-1,77.0
60164-1,86.0
60165-1,90.0
60166-1,86.0
60167-1,84.0
60168-1,80.0
60169-1,92.0
60170-1,70.0
6017-1,77.0
60171-1,84.0
60172-1,92.0
60173-1,75.0
60174-1,86.0
60175-1,84.0
60176-1,82.0
60177-1,83.0
60178-1,78.0
60179-1,83.0
60180-1,81.0
6018-1,75.0
60181-1,89.0
60182-1,84.0
60183-1,83.0
60184-1,83.0
60185-1,76.0
60186-1,84.0
60188-1,86.0
60190-1,79.0
60191-1,81.0
60192-1,79.0
60193-1,79.0
60194-1,84.0
60195-1,85.0
60196-1,94.0
60197-1,81.0
60198-1,82.0
60200-1,79.0
6020-1,78.0
60201-1,83.0
60202-1,89.0
60203-1,87.0
60204-1,88.0
60205-1,82.0
60206-1,79.0
60207-1,75.0
60208-1,91.0
60209-1,87.0
602-1,57.0
60210-1,92.0
6021-1,74.0
60212-1,73.0
60213-1,79.0
60214-1,86.0
60215-1,93.0
60216-1,97.0
60217-1,97.0
60218-1,87.0
60219-1,80.0
602-2,72.0
60220-1,87.0
6022-1,76.0
60221-1,89.0
60222-1,87.0
60223-1,91.0
60224-1,84.0
60225-1,84.0
60226-1,83.0
60227-1,85.0
60228-1,90.0
60229-1,80.0
60230-1,91.0
6023-1,76.0
60231-1,81.0
60232-1,96.0
60233-1,93.0
60234-1,89.0
60235-1,72.0
60236-1,73.0
60237-1,80.0
60238-1,95.0
60239-1,89.0
60240-1,91.0
6024-1,80.0
60241-1,88.0
60242-1,85.0
60243-1,74.0
60244-1,64.0
60245-1,80.0
60246-1,89.0
60247-1,70.0
60248-1,53.0
60249-1,84.0
60250-1,90.0
60251-1,91.0
60252-1,86.0
60253-1,89.0
60254-1,99.0
60255-1,86.0
60256-1,76.0
60257-1,78.0
60258-1,92.0
60260-1,49.0
6026-1,57.0
60261-1,84.0
60262-1,89.0
60263-1,79.0
60264-1,90.0
60265-1,84.0
60266-1,91.0
60267-1,87.0
60268-1,69.0
60270-1,100.0
6027-1,65.0
60271-1,58.0
60272-1,75.0
60273-1,80.0
60274-1,50.0
60277-1,50.0
6028-1,65.0
60283-1,100.0
60285-1,70.0
60287-1,80.0
60290-1,60.0
6029-1,49.0
60291-1,55.0
60292-1,55.0
6030-1,84.0
60304-1,64.0
60306-1,45.0
603-1,66.0
6031-1,67.0
6031640-1,100.0
6032-1,68.0
603-3,68.0
6033-1,80.0
6034-1,77.0
6035-1,86.0
6036-1,83.0
6037-1,61.0
6038-1,83.0
6039-1,72.0
6040-1,81.0
604-1,48.0
6041-1,90.0
604-2,68.0
6042-1,81.0
6043-1,74.0
6043173-1,74.0
6044-1,75.0
6045-1,74.0
6046-1,75.0
6047-1,71.0
6048-1,85.0
6049-1,83.0
605-1,76.0
605-2,68.0
6054-1,89.0
6055-1,80.0
6056-1,75.0
6057-1,84.0
6059-1,83.0
6060-1,84.0
606-1,58.0
6061-1,87.0
606-2,70.0
6062-1,80.0
6066-1,92.0
6067-1,93.0
607-1,62.0
6071-1,91.0
6073-1,84.0
6074-1,95.0
6075-1,85.0
6075-2,91.0
6076-1,78.0
6077-1,78.0
6077-2,88.0
6078-1,76.0
6079-1,87.0
6080-1,82.0
608-1,73.0
6081-1,82.0
608-2,65.0
6082-1,76.0
6083-1,83.0
6083-2,84.0
6085-1,92.0
6086-1,93.0
6087-1,67.0
6088-1,73.0
6089-1,84.0
6090-1,89.0
609-1,70.0
6091-1,67.0
6092-1,60.0
6092-2,70.0
6093-1,85.0
6094-1,69.0
6095-1,66.0
6096-1,76.0
6097-1,80.0
6098-1,75.0
6099-1,60.0
6100-1,62.0
610-1,78.0
610-2,75.0
6102-1,87.0
6103-1,88.0
6103-2,74.0
6104-1,68.0
6105-1,72.0
6107-1,62.0
6109-1,54.0
6110-1,56.0
611-1,82.0
6111-1,78.0
611-2,75.0
6112-1,82.0
6114-1,62.0
6115-1,71.0
6116-1,65.0
6117-1,77.0
6118-1,77.0
6119-1,79.0
612-1,68.0
6125-1,68.0
6127-1,68.0
613-1,73.0
6132-1,72.0
6135-1,73.0
6136-1,94.0
6137-1,78.0
6138-1,94.0
6140-1,69.0
614-1,72.0
6143-1,86.0
6145-1,75.0
6150-1,59.0
6151-1,64.0
615-2,75.0
6152-1,68.0
6153-1,84.0
6154-1,90.0
6155-1,77.0
6156-1,92.0
6157-1,76.0
6159-1,64.0
6160-1,78.0
616-1,69.0
6161-1,56.0
6162-1,69.0
6163-1,73.0
6164-1,60.0
6166-1,62.0
6167-1,50.0
6168-1,72.0
6169-1,64.0
617-1,72.0
6172-1,92.0
6173-1,83.0
6175-1,85.0
6176-1,82.0
6177-1,84.0
6180-1,83.0
618-1,57.0
6186-1,60.0
6187-1,76.0
6190-1,84.0
619-1,62.0
6191-1,76.0
6192-1,78.0
6193-1,70.0
6194-1,55.0
6195-1,90.0
6198-1,85.0
6199-1,75.0
6200-2,65.0
620-1,46.0
6201-1,85.0
620-2,60.0
6202-1,85.0
620-3,82.0
6203-1,83.0
6204-1,63.0
6205-1,74.0
6206-1,79.0
6207-1,87.0
6208-1,78.0
6209-1,96.0
6210-1,85.0
621-1,68.0
6211-1,82.0
621-2,73.0
6212-1,87.0
6216-1,79.0
6217-1,73.0
6218-1,87.0
6218709-1,87.0
622-1,68.0
6221-1,82.0
622-2,42.0
6222-1,82.0
6223-1,82.0
6227-1,87.0
6228-1,84.0
6229-1,80.0
6230-1,75.0
623-1,70.0
6231-1,92.0
623-2,62.0
6232-1,76.0
6234-1,67.0
6235-1,65.0
6236-1,79.0
6237-1,63.0
6239-1,78.0
6240-1,75.0
624-1,60.0
6241-1,75.0
6242-1,80.0
6243-1,79.0
6244-1,75.0
6245-1,71.0
6246-1,86.0
6247-1,81.0
6248-1,79.0
6249-1,71.0
6250-1,69.0
625-1,69.0
6251-1,79.0
6252-1,72.0
6253-1,85.0
6254-1,78.0
6255-1,80.0
6256-1,80.0
6257-1,74.0
6258-1,76.0
6259-1,77.0
6260-1,75.0
626-1,84.0
6261-1,80.0
626-2,53.0
6262-1,76.0
6263-1,83.0
6264-1,82.0
6265-1,84.0
6266-1,80.0
6267-1,91.0
6268-1,77.0
6270-1,89.0
627-1,78.0
6271-1,85.0
6273-1,86.0
6274-1,87.0
6276-1,93.0
6277-1,94.0
6278-1,87.0
6279-1,87.0
6280-1,81.0
628-1,83.0
6281-1,75.0
6282-1,80.0
6283-1,80.0
6285-1,98.0
6286-1,96.0
6289-1,79.0
6290-1,83.0
6291-1,81.0
6292-1,87.0
6293-1,79.0
6296-1,73.0
6299-1,75.0
6-3,75.0
630-1,93.0
6301-1,78.0
6302-1,84.0
630-3,78.0
6304-1,72.0
6305-1,74.0
6306-1,80.0
6307-1,78.0
6307985-1,78.0
6307987-1,78.0
6307988-1,78.0
6308-1,70.0
6309-1,77.0
6310-1,83.0
631-1,71.0
6311-1,77.0
6312-1,78.0
6313092-1,86.0
6313-1,83.0
6314-1,81.0
6315023-1,81.0
6315-1,85.0
6316-1,84.0
6317-1,81.0
6318-1,83.0
6319-1,77.0
6320-1,72.0
632-1,60.0
6321-1,67.0
6322-1,75.0
6323-1,64.0
6324-1,53.0
6325-1,49.0
6326-1,79.0
6327-1,36.0
6328-1,52.0
6329-1,44.0
6330-1,59.0
633-1,74.0
6331-1,83.0
6332-1,60.0
6333-1,35.0
6334-1,81.0
6335-1,86.0
6336-1,78.0
6337009-1,78.0
6337-1,70.0
6338-1,79.0
6339-1,92.0
6340-1,85.0
634-1,58.0
6341-1,84.0
6342-1,79.0
6344-1,76.0
6345-1,88.0
6346-1,89.0
6347-1,88.0
6348-1,91.0
6349-1,90.0
6350-1,94.0
635-1,68.0
6351-1,84.0
6352-1,80.0
6353-1,85.0
6354-1,79.0
6355-1,78.0
6356-1,82.0
6357-1,76.0
6358-1,87.0
6359-1,80.0
6360-1,85.0
6361-1,89.0
6362-1,87.0
6363-1,70.0
6364-1,81.0
6365-1,83.0
6366-1,77.0
6367-1,85.0
6368-1,88.0
6369-1,87.0
6370-1,86.0
6371-1,82.0
6372-1,88.0
6373-1,86.0
6374-1,90.0
6375-1,87.0
6375-2,92.0
6376-1,86.0
6377-1,88.0
6378-1,92.0
6379-1,87.0
6380-1,89.0
6381-1,73.0
6382-1,87.0
6383-1,93.0
6384-1,82.0
6385-1,85.0
6386-1,85.0
6387-1,83.0
6388-1,90.0
6389-1,89.0
6390-1,95.0
6391-1,93.0
6392-1,90.0
6393-1,91.0
6394-1,87.0
6395-1,92.0
6396-1,83.0
6397-1,88.0
6398-1,90.0
6399-1,95.0
6400-1,67.0
640-1,77.0
6401-1,72.0
640-2,80.0
6402-1,81.0
6403-1,79.0
6404-1,80.0
6405-1,75.0
6406-1,56.0
6407-1,37.0
6409-1,81.0
6410-1,82.0
641-1,65.0
6411-1,82.0
6414-1,84.0
6415-1,63.0
6416-1,93.0
6417-1,70.0
6418-1,85.0
6419-1,82.0
6420-1,82.0
642-1,55.0
642-2,80.0
6422-1,63.0
6423-1,50.0
6424-1,33.0
6425-1,49.0
6426-1,63.0
6427-1,81.0
6428-1,71.0
6429-1,65.0
6430-1,78.0
643-1,73.0
6431-1,66.0
643-2,77.0
6432-1,54.0
6433-1,59.0
6434-1,41.0
6435-1,60.0
6436-1,62.0
6437-1,53.0
6439-1,51.0
6440-1,83.0
644-1,76.0
6441-1,91.0
644-2,63.0
6442-1,86.0
6444-1,91.0
6445-1,78.0
6446-1,22.0
6447-1,51.0
6450-1,81.0
645-1,70.0
6451-1,79.0
645-2,62.0
6452-1,69.0
6453-1,65.0
6454-1,74.0
6455-1,76.0
6456-1,86.0
6457-1,71.0
6458-1,83.0
6459-1,75.0
646-1,70.0
6461-1,40.0
646-2,53.0
6462-1,82.0
6463-1,70.0
6464-1,37.0
6465-1,66.0
6467-1,67.0
6468-1,48.0
6469-1,69.0
6470-1,65.0
647-1,64.0
6471-1,53.0
6472-1,90.0
6473-1,84.0
6474-1,70.0
6477-1,64.0
6478-1,32.0
6479-1,79.0
6480-1,81.0
648-1,78.0
6481-1,92.0
6482-1,87.0
6483-1,87.0
6484-1,88.0
6486-1,45.0
6487-1,69.0
6489-1,72.0
6490-1,88.0
649-1,60.0
6491-1,58.0
6492-1,70.0
6493-1,53.0
6494-1,79.0
6495-1,66.0
6496-1,59.0
6497-1,85.0
6498-1,49.0
6499-1,57.0
650-1,83.0
6501-1,70.0
6502-1,59.0
6503-1,82.0
6504-1,75.0
6505-1,64.0
6506-1,69.0
65062-1,63.0
6507-1,62.0
6508-1,59.0
65081-1,55.0
6509-1,71.0
6510-1,63.0
651-1,65.0
6511-1,65.0
6512-1,77.0
6513-1,72.0
6514-1,76.0
6515-1,71.0
65153-1,78.0
6516-1,71.0
6517-1,72.0
6518-1,71.0
65182-1,70.0
6519-1,65.0
6520-1,84.0
6521-1,87.0
652-2,87.0
6522-1,74.0
65221-1,74.0
6523-1,81.0
6524-1,82.0
6525-1,67.0
6526-1,61.0
6527-1,73.0
6528-1,66.0
6529-1,63.0
65296-1,63.0
6530-1,77.0
653-1,77.0
6531-1,68.0
6532-1,64.0
6533-1,61.0
6534-1,76.0
6535-1,70.0
6536-1,68.0
6537-1,75.0
6538-1,86.0
6539-1,87.0
6540-1,83.0
654-1,70.0
6541-1,91.0
6542-1,94.0
6543-1,91.0
6544-1,89.0
6545-1,81.0
6546-1,71.0
6547-1,82.0
6548-1,36.0
6549-1,66.0
6550-1,75.0
655-1,66.0
6551-1,77.0
6552-1,89.0
6553-1,85.0
65535-1,83.0
65537-1,77.0
6554-1,47.0
6555-1,78.0
6556-1,77.0
6557-1,70.0
6558-1,81.0
6559-1,86.0
6560-1,89.0
656-1,71.0
6561-1,87.0
6562-1,81.0
6563-1,77.0
6564-1,40.0
65642-1,65.0
6565-1,54.0
6566-1,56.0
6567-1,67.0
6568-1,71.0
6569-1,66.0
657-1,76.0
6571-1,89.0
6572-1,64.0
6573-1,72.0
65743-1,77.0
6575-1,82.0
65757-1,65.0
65766-1,73.0
65767-1,65.0
6577-1,63.0
65771-1,74.0
6578-1,76.0
6579-1,73.0
6580-1,73.0
65801-1,75.0
658-1,74.0
6581-1,84.0
6582-1,81.0
6584-1,73.0
6585-1,71.0
6586-1,73.0
6589-1,68.0
6590-1,85.0
659-1,73.0
6591-1,76.0
6592-1,85.0
6593-1,82.0
6594-1,85.0
6595-1,89.0
6596-1,83.0
6597-1,92.0
6598-1,84.0
6599-1,72.0
6600-1,50.0
6600-2,74.0
660-1,68.0
6601-1,82.0
6602-1,48.0
6602-2,68.0
6603-1,69.0
6604-1,62.0
6605-1,62.0
6606-1,68.0
6607-1,74.0
6608-1,71.0
6609-1,76.0
6610-1,73.0
661-1,82.0
6611-1,63.0
6612-1,61.0
6613-1,77.0
6614-1,81.0
6615-1,84.0
6616-1,59.0
6617-1,63.0
66175-1,65.0
6618-1,39.0
6619-1,43.0
66194-1,43.0
66208-1,74.0
662-1,68.0
6621-1,66.0
6622-1,80.0
66221-1,70.0
6623-1,80.0
66237-1,80.0
6624-1,81.0
66246-1,65.0
6625-1,75.0
66255-1,75.0
6626-1,61.0
6626-2,63.0
6627-1,82.0
6628-1,74.0
6628-2,75.0
6629-1,73.0
6630-1,74.0
663-1,50.0
6631-1,77.0
66318-1,77.0
6632-1,74.0
6633-1,79.0
6634-1,78.0
66345-1,78.0
6636-1,47.0
66366-1,60.0
66378-1,60.0
6638-1,40.0
6639-1,71.0
664-1,78.0
6641-1,81.0
6642-1,72.0
66428-1,72.0
6643-1,79.0
6644-1,89.0
6645-1,86.0
6646-1,68.0
6647-1,77.0
6648-1,75.0
6648-2,68.0
6649-1,86.0
66493-1,86.0
6650-1,79.0
6651-1,79.0
6652-1,72.0
6653-1,72.0
66533-1,66.0
66534-1,70.0
6654-1,77.0
66542-1,100.0
66543-1,100.0
66546-1,84.0
6655-1,76.0
66559-1,90.0
6656-1,80.0
6657-1,74.0
6658-1,82.0
6659-1,79.0
6660-1,86.0
6661-1,77.0
6662-1,86.0
6663-1,75.0
6664-1,68.0
66650-1,68.0
6665-1,85.0
66651-1,85.0
6666-1,85.0
6667-1,82.0
6668-1,89.0
6669-1,74.0
6670-1,87.0
6671-1,90.0
6672-1,83.0
6673-1,77.0
6674-1,81.0
6675-1,82.0
6676-1,84.0
