set_num,rrp,current_value,growth,annual_growth
7663-1,40.49,94.49,1.334,0.034
7664-1,67.49,158.76,1.3519999999999999,0.065
7665-1,121.49,405.0,2.334,0.075
7666-1,67.49,203.23,2.011,0.084
7667-1,13.49,60.74,3.5039999999999996,0.08
7668-1,13.49,66.18,3.907,0.102
7669-1,26.99,108.0,3.002,0.059000000000000004
7670-1,26.99,123.47,3.575,0.07200000000000001
7671-1,53.99,148.39,1.749,0.047
7672-1,67.49,335.15,3.966,0.344
7673-1,60.74,131.83,1.17,0.066
7674-1,74.24,276.52,2.725,0.107
7675-1,121.49,509.3,3.1919999999999997,0.11800000000000001
7676-1,161.99,887.6,4.479,0.13699999999999998
7678-1,40.49,107.74,1.661,0.052000000000000005
7679-1,67.49,310.37,3.5989999999999998,0.09699999999999999
7680-1,134.99,295.79,1.1909999999999998,0.069
7681-1,40.49,158.52,2.915,0.076
7682-1,40.49,214.62,4.301,0.096
7683-1,67.49,312.12,3.625,0.11
7684-1,49.99,186.0,2.938,0.115
7685-1,53.99,102.72,0.903,0.046
7686-1,53.99,110.36,1.044,0.044000000000000004
7687-1,40.49,45.77,0.13,0.013999999999999999
7688-1,,49.36,,0.073
76895-1,24.99,,,
76896-1,24.99,,,
76897-1,24.99,,,
76898-1,39.99,,,
76899-1,69.99,,,
7690-1,121.49,539.99,3.445,0.10800000000000001
7691-1,69.99,245.25,2.634,0.099
7692-1,49.99,182.51,2.381,0.10099999999999999
7693-1,26.99,69.57,1.578,0.054000000000000006
7694-1,12.99,73.49,4.449,0.129
7695-1,6.74,69.21,9.275,0.158
7696-1,,94.05,,0.09300000000000001
7697-1,40.49,109.7,1.71,0.07200000000000001
7699-1,107.99,246.47,1.2819999999999998,0.078
7700-1,20.24,133.14,5.579,0.11
770-1,20.24,202.5,9.007,0.054000000000000006
7701-1,20.24,86.04,3.252,0.08800000000000001
7702-1,20.24,95.84,3.736,0.079
7703-1,20.24,80.99,3.002,0.09
7704-1,26.99,66.37,1.459,0.066
7705-1,40.49,120.68,1.9809999999999999,0.051
7706-1,40.49,168.72,3.167,0.092
7707-1,67.49,214.95,2.185,0.068
7708-1,6.74,40.46,5.006,0.094
7709-1,134.99,341.48,1.53,0.047
7710-1,,933.51,,
7711-1,6.74,44.52,5.609,0.102
7712-1,26.99,246.87,8.148,0.114
7713-1,67.49,404.93,5.0,0.076
7714-1,33.74,209.24,5.202000000000001,0.096
7715-1,53.66,1122.86,19.925,0.051
7716-1,,12.38,,0.172
7717-1,,52.14,,0.29100000000000004
7718-1,,16.75,,0.052000000000000005
7719-1,,13.15,,0.038
7720-1,94.49,790.53,7.367000000000001,0.055
7721-1,67.49,114.74,0.7,0.027999999999999997
7722-1,92.48,865.01,8.354,0.034
7723-1,53.99,121.5,1.251,0.08
7724-1,40.49,65.91,0.628,0.042
7725-1,94.49,2182.46,22.098000000000003,0.084
7726-1,53.99,95.18,0.763,0.049
7727-1,107.93,1395.39,11.927999999999999,0.07200000000000001
7730-1,,5984.63,,
7731-1,10.79,60.75,4.632,0.155
7732-1,20.24,52.65,1.6019999999999999,0.055
7733-1,33.74,144.37,3.279,0.095
7734-1,67.49,399.15,4.915,0.102
7735-1,97.88,2228.23,21.766,0.07400000000000001
7736-1,6.74,14.5,1.1520000000000001,0.07200000000000001
7737-1,13.49,38.16,1.83,0.099
7738-1,53.99,127.4,1.36,0.081
7739-1,80.99,213.37,1.635,0.07400000000000001
7740-1,215.99,2097.0,8.709,0.059000000000000004
7741-1,12.99,32.08,1.3780000000000001,0.066
7743-1,59.99,139.59,1.298,0.077
7744-1,119.99,337.5,1.778,0.06
7745-1,130.28,1597.79,11.265,0.07400000000000001
7746-1,40.49,79.85,0.972,0.053
7747-1,79.99,187.68,1.317,0.046
7748-1,29.99,95.73,1.838,0.111
7749-1,29.99,65.06,0.9279999999999999,0.033
7750-1,101.25,7830.84,76.342,0.242
775-1,22.94,522.0,21.759,0.077
7751-1,53.99,284.74,4.274,0.105
7752-1,74.99,176.85,1.382,0.091
7753-1,49.99,108.14,1.003,0.055999999999999994
7754-1,139.99,202.49,0.364,0.028999999999999998
7755-1,,1700.5,,
7760-1,,2682.38,,
7770-1,6.74,50.1,6.437,0.128
7771-1,13.49,52.88,2.9210000000000003,0.083
7772-1,26.99,44.98,0.667,0.032
7773-1,40.49,167.06,3.1260000000000003,0.077
7774-1,67.49,176.03,1.608,0.06
7775-1,94.49,281.95,1.984,0.075
7776-1,33.74,121.39,2.5980000000000003,0.11
7778-1,53.99,174.68,2.2359999999999998,0.092
7779-1,13.49,134.96,9.007,0.09699999999999999
7780-1,29.99,292.68,9.845,0.10099999999999999
7781-1,44.99,512.99,11.671,0.1
7782-1,67.49,330.21,3.8930000000000002,0.068
7783-1,121.49,780.69,5.426,0.068
7784-1,94.49,665.19,6.04,0.068
7785-1,107.99,607.45,4.625,0.066
7786-1,40.49,523.79,11.937000000000001,0.09699999999999999
7787-1,67.49,618.02,8.158,0.092
7789-1,26.99,47.24,0.75,0.064
7790-1,26.99,,,
77901-1,60.75,537.29,7.843999999999999,0.37200000000000005
77902-1,60.75,609.46,9.032,0.37200000000000005
77903-1,60.75,657.0,9.815,0.37200000000000005
77904-1,53.99,,,
77905-1,53.99,99.71,0.847,
77906-1,49.99,69.78,0.293,
77907-1,24.99,,,
7792-1,53.99,,,
7793-1,26.99,38.79,0.43700000000000006,0.026000000000000002
7795-1,53.99,,,
7797-1,,25.39,,0.062
7798-1,,18.1,,0.037000000000000005
7799-1,,5.21,,0.021
7800-1,4.04,6.97,0.726,0.045
780-1,17.54,426.56,23.324,0.043
7801-1,4.04,6.74,0.669,0.035
7802-1,4.04,9.45,1.341,0.07
7803-1,,9.61,,0.037000000000000005
7804-1,,11.57,,0.045
7805-1,,13.96,,0.03
7808-1,,7.13,,0.024
7810-1,,698.07,,
781-1,12.14,,,
7813-1,16.88,323.76,18.186,0.091
7814-1,6.57,504.71,75.768,0.059000000000000004
7815-1,,893.94,,
7816-1,,475.69,,
7817-1,21.59,219.85,9.184,0.054000000000000006
7818-1,,468.36,,
7819-1,,554.55,,
7820-1,,610.81,,
782-1,,203.85,,0.066
7821-1,,181.63,,
7822-1,,2910.95,,
7823-1,49.28,456.31,8.261000000000001,0.037000000000000005
7824-1,60.41,456.75,6.56,0.037000000000000005
7825-1,13.49,51.3,2.804,0.073
7830-1,6.74,37.99,4.638999999999999,0.10099999999999999
783-1,,,,
7831-1,6.74,60.62,7.997999999999999,0.13
7832-1,6.74,39.15,4.812,0.09699999999999999
7834-1,,273.52,,
7835-1,25.99,252.3,8.709,0.067
7836-1,26.99,39.31,0.457,0.022000000000000002
7837-1,20.24,134.87,5.664,0.08199999999999999
7838-1,,822.37,,
7839-1,46.58,407.04,7.739,0.042
7840-1,107.99,516.29,3.781,0.11
7841-1,26.99,235.91,7.742000000000001,0.156
7842-1,8.09,107.87,12.339,0.136
7843-1,53.99,323.97,5.001,0.11
7844-1,20.24,189.66,8.372,0.17300000000000001
7846-1,40.49,457.29,10.295,0.18899999999999997
7848-1,59.99,146.48,1.412,0.078
7850-1,12.49,42.65,2.415,0.049
785-1,9.44,,,
7851-1,12.49,16.66,0.33399999999999996,
7852-1,16.19,30.74,0.899,0.043
7853-1,,24.88,,
7854-1,10.79,42.61,2.95,0.035
7855-1,10.79,16.08,0.491,0.01
7856-1,26.99,95.93,2.555,0.035
7857-1,13.49,24.98,0.852,0.012
78579-1,13.49,43.28,2.209,0.054000000000000006
7858-1,40.49,123.78,2.057,0.027999999999999997
7859-1,40.49,121.19,1.993,0.018000000000000002
7860-1,40.49,246.87,5.098,0.045
786-1,10.13,70.44,5.957000000000001,0.046
7861-1,21.59,75.87,2.515,0.032
7862-1,,195.24,,
7863-1,40.49,115.7,1.858,0.021
7864-1,89.09,105.81,0.188,
7865-1,40.49,411.45,9.163,0.06
7866-1,80.33,952.71,10.860999999999999,0.07400000000000001
7867-1,21.59,137.7,5.379,0.037000000000000005
7868-1,49.99,210.32,2.8960000000000004,0.128
7869-1,49.99,219.27,3.062,0.147
7870-1,26.99,98.28,2.642,0.09
787-1,10.13,116.21,10.477,0.036000000000000004
7871-1,,15.82,,0.115
7872-1,,15.03,,0.047
7873-1,,12.92,,0.085
7875-1,,17.67,,0.063
7876-1,5.39,12.15,1.256,0.065
7877-1,59.99,114.75,0.7,0.066
78777-1,10.76,53.97,4.016,0.086
7879-1,119.99,216.95,0.7859999999999999,0.04
78800-1,26.99,147.61,4.47,0.129
7880-1,134.99,675.0,4.001,0.068
7881-1,53.99,133.65,1.476,0.07200000000000001
7882-1,26.99,280.17,9.382,0.195
7883-1,13.49,74.99,4.561,0.14
7884-1,13.49,258.5,18.167,0.27399999999999997
7885-1,26.99,232.43,7.6129999999999995,0.099
7886-1,40.49,410.1,9.129,0.183
7888-1,67.49,779.48,10.55,0.106
7890-1,10.79,65.81,5.101,0.087
789-1,12.83,72.41,4.646,0.054000000000000006
7891-1,20.24,64.31,2.178,0.055999999999999994
7892-1,67.49,226.49,2.356,0.057
7893-1,53.99,476.78,7.831,0.145
7894-1,107.99,487.13,3.511,0.08900000000000001
7895-1,19.99,24.69,0.14400000000000002,0.03
7896-1,24.99,63.61,1.9469999999999998,0.06
7897-1,121.49,384.9,2.168,0.065
7898-1,202.49,537.87,1.656,0.045
7899-1,33.74,126.31,2.7439999999999998,0.09699999999999999
79000-1,12.99,42.92,2.182,0.135
7900-1,33.74,317.63,8.415,0.105
79001-1,34.99,81.0,1.001,0.125
79002-1,59.99,117.71,0.7440000000000001,0.078
79003-1,84.99,309.42,2.275,0.217
79004-1,49.99,105.83,0.96,0.133
79005-1,15.99,57.17,2.26,0.175
79006-1,34.99,101.2,1.499,0.16699999999999998
79007-1,74.99,241.11,1.9769999999999999,0.213
79008-1,129.99,241.15,0.7859999999999999,0.132
79010-1,129.99,173.33,0.284,0.048
7901-1,4.71,27.97,4.937,0.07
79011-1,24.99,54.0,1.001,0.087
79012-1,34.99,133.92,2.3080000000000003,0.16699999999999998
79013-1,59.99,180.45,1.6740000000000002,0.136
79014-1,84.99,214.64,1.272,0.125
79015-1,17.99,53.87,1.662,0.172
79016-1,34.99,99.71,1.463,0.145
79017-1,74.99,203.97,1.5190000000000001,0.145
79018-1,149.99,418.38,1.3840000000000001,0.146
7902-1,8.09,33.75,3.174,0.07400000000000001
7903-1,26.99,59.24,1.195,0.034
7904-1,26.99,121.32,3.4960000000000004,0.079
7905-1,94.49,557.13,4.896,0.07400000000000001
7906-1,47.24,169.4,2.5860000000000003,0.092
7907-1,33.74,62.28,0.846,0.035
79100-1,15.99,41.49,1.3659999999999999,0.09699999999999999
7910-1,,36.76,,0.149
79101-1,29.99,57.5,0.7040000000000001,0.08
79102-1,24.99,52.91,0.96,0.08800000000000001
79103-1,59.99,124.38,0.843,0.075
79104-1,74.99,131.18,0.62,0.059000000000000004
79105-1,49.99,79.61,0.475,0.062
79106-1,17.99,55.39,2.1590000000000003,0.126
79107-1,24.99,58.23,1.158,0.099
79108-1,39.99,122.42,2.024,0.141
79109-1,59.99,133.18,0.973,0.1
791-1,,,,
79110-1,89.99,114.74,0.214,0.018000000000000002
7911-1,,12.89,,0.10300000000000001
79111-1,129.99,255.0,0.889,0.098
79115-1,49.99,105.77,0.9590000000000001,0.095
79116-1,89.99,119.77,0.268,0.035
79117-1,119.99,162.0,0.2,0.022000000000000002
79118-1,15.99,33.3,0.899,0.1
79119-1,29.99,53.96,0.599,0.079
79120-1,44.99,80.93,0.713,0.084
7912-1,,16.9,,0.11199999999999999
79121-1,74.99,94.22,0.163,0.031
79122-1,59.99,103.64,0.536,0.057
7913-1,14.99,80.99,3.6180000000000003,0.168
7914-1,14.99,86.94,3.958,0.222
7915-1,24.99,67.97,1.5190000000000001,0.065
7917-1,,8.83,,0.149
7918-1,,11.3,,0.061
791901-1,,4.58,,0.022000000000000002
791902-1,,4.85,,0.032
791903-1,,5.14,,0.042
7919-1,,11.48,,0.16699999999999998
792004-1,,5.47,,0.08199999999999999
792005-1,,6.72,,0.092
792006-1,,5.93,,0.092
792007-1,,5.39,,0.102
792008-1,,6.51,,0.042
792009-1,,6.12,,0.062
7920-1,,9.4,,0.052000000000000005
792-1,,,,
7921-1,,2.77,,0.10400000000000001
7922-1,,7.87,,0.102
7923-1,,6.17,,0.1
7924-1,,15.42,,0.107
7925-1,,15.55,,0.105
7926-1,,,,
7927-1,,,,
7928-1,,2.12,,0.076
7929-1,34.99,132.84,2.938,0.17300000000000001
7930-1,64.99,108.59,0.609,0.073
793-1,,,,
7931-1,79.99,210.13,1.595,0.127
7936-1,26.99,136.17,4.046,0.091
7937-1,69.99,175.85,1.6059999999999999,0.126
7938-1,169.99,273.55,0.5589999999999999,0.057999999999999996
7939-1,239.99,404.99,0.667,0.078
794-1,,,,
7942-1,12.99,27.0,1.002,0.07200000000000001
7944-1,40.49,111.19,1.746,0.043
7945-1,80.99,200.93,1.4809999999999999,0.055
7946-1,129.99,499.62,2.701,0.11800000000000001
7947-1,69.99,217.34,2.22,0.11800000000000001
7948-1,26.99,106.6,2.95,0.128
7949-1,12.99,44.01,2.263,0.11800000000000001
7950-1,9.99,31.28,2.315,0.10300000000000001
795-1,2.84,24.25,7.5520000000000005,0.045
7951-1,26.99,,,
7952-1,39.99,106.43,1.253,0.071
7953-1,4.99,9.45,0.754,0.054000000000000006
7955-1,4.99,25.49,3.7319999999999998,0.13699999999999998
7956-1,34.99,81.14,1.405,0.114
7957-1,34.99,97.32,1.885,0.138
7958-1,49.99,71.01,0.315,0.031
7959-1,39.99,93.6,1.3119999999999998,0.09300000000000001
796-1,2.84,25.03,7.829,0.045
7961-1,89.99,149.12,0.578,0.045
7962-1,119.99,200.16,0.648,0.047
7964-1,154.99,472.5,1.9169999999999998,0.14300000000000002
7965-1,179.99,337.49,0.7859999999999999,0.1
7967-1,17.99,49.59,1.828,0.078
7968-1,17.99,36.63,1.089,0.07200000000000001
7969-1,29.69,,,
7970-1,17.99,41.76,1.381,0.09300000000000001
797-1,2.84,,,
7971-1,17.99,32.24,0.838,0.049
7975-1,33.74,,,
7976-1,6.99,15.44,1.2930000000000001,0.071
7977-1,12.99,33.74,1.5019999999999998,0.066
7978-1,24.99,80.18,1.9709999999999999,0.098
7979-1,40.49,131.33,2.244,0.077
798-1,4.19,15.26,2.645,0.022000000000000002
7984-1,39.99,53.99,0.33299999999999996,0.033
7985-1,89.99,251.69,1.6640000000000001,0.087
7990-1,20.24,108.0,4.337,0.11
799-1,2.03,21.75,9.74,0.043
7991-1,22.94,74.05,2.228,0.068
7992-1,26.99,74.22,1.75,0.048
7993-1,53.99,224.33,3.155,0.126
7994-1,121.49,534.07,3.3960000000000004,0.105
7996-1,33.74,246.87,6.318,0.20199999999999999
7997-1,60.74,241.16,2.971,0.091
7998-1,47.24,163.57,2.463,0.052000000000000005
8000-1,26.99,66.64,1.469,0.046
80006-1,44.99,,,
80007-1,69.99,,,
80008-1,74.99,,,
80009-1,89.99,,,
800-1,6.6,,,
80010-1,119.99,,,
8001-1,40.49,161.37,2.986,0.075
80011-1,149.99,,,
80012-1,189.99,,,
80013-1,249.99,,,
80014-1,79.99,,,
80015-1,79.99,,,
80016-1,179.99,,,
800-2,6.41,21.42,2.3409999999999997,0.045
8002-1,67.49,331.33,3.91,0.055
8003-1,8.09,17.69,1.187,0.04
8004-1,8.09,28.01,2.464,0.064
8005-1,8.09,11.99,0.48200000000000004,0.02
8006-1,8.09,16.0,0.978,0.035
8007-1,47.24,153.0,2.239,0.052000000000000005
8008-1,47.24,89.32,0.8909999999999999,0.045
8009-1,26.99,83.67,2.101,0.077
8010-1,53.99,125.4,1.3230000000000002,0.027999999999999997
80101-1,139.99,203.57,0.508,0.33899999999999997
80102-1,89.99,267.57,1.8319999999999999,0.344
80103-1,59.99,77.68,0.151,0.14
80104-1,109.99,,,
80105-1,159.99,,,
80106-1,107.99,,,
80107-1,159.99,,,
801-1,6.68,125.08,17.717,0.106
8011-1,40.49,78.3,0.934,0.037000000000000005
801-2,6.41,22.8,2.556,0.048
8012-1,47.24,81.0,0.715,0.03
801-3,1.32,434.48,327.409,
8014-1,14.99,81.0,4.004,0.163
8015-1,14.99,38.06,1.351,0.091
8016-1,26.99,94.49,2.501,0.122
8017-1,39.99,197.82,3.886,0.13
8018-1,64.99,289.79,3.2939999999999996,0.10800000000000001
8019-1,79.99,309.49,2.821,0.12
8020-1,13.49,103.83,6.699,0.057999999999999996
802-1,,76.8,,
802-2,6.41,25.43,2.966,0.045
8022-1,20.93,40.37,0.929,0.023
802-3,1.32,434.48,327.409,
8024-1,16.2,40.39,1.493,0.022000000000000002
8026-1,,50.27,,0.102
8028-1,6.74,10.79,0.601,0.04
8030-1,,310.96,,
803-1,6.41,21.03,2.28,0.036000000000000004
8031-1,5.39,10.79,1.003,0.057
803-2,,,,
8032-1,35.78,95.97,1.683,0.039
803-3,1.32,434.48,327.409,
8033-1,5.39,12.1,1.246,0.055
8034-1,25.65,137.4,4.357,0.055999999999999994
8035-1,20.25,76.92,2.799,0.027000000000000003
8036-1,39.99,108.26,1.6740000000000002,0.107
8037-1,79.99,290.25,2.5839999999999996,0.11199999999999999
8038-1,129.99,312.43,1.315,0.106
8039-1,149.99,749.83,3.6289999999999996,0.114
8040-1,33.75,265.26,6.86,0.07200000000000001
804-1,6.41,27.39,3.272,0.044000000000000004
8041-1,79.99,108.97,0.34600000000000003,0.034
804-2,1.32,434.48,327.409,
8042-1,51.98,182.75,2.516,0.048
8043-1,249.99,830.98,2.0780000000000003,0.086
8044-1,35.1,160.06,3.56,0.037000000000000005
8045-1,14.99,27.53,0.855,0.034
8046-1,26.99,49.48,0.833,0.062
8047-1,34.99,333.64,8.89,0.152
8048-1,54.99,124.46,1.305,0.044000000000000004
8049-1,79.99,175.49,1.167,0.08
8050-1,,246.79,,
805-1,6.41,40.99,5.392,0.055999999999999994
8051-1,54.99,290.34,4.378,0.107
805-2,1.32,434.48,327.409,
8052-1,89.99,418.18,3.426,0.10800000000000001
8053-1,129.99,370.78,1.7469999999999999,0.061
8054-1,52.65,167.35,2.178,0.038
8055-1,47.25,254.77,4.3919999999999995,0.051
8056-1,9.99,26.89,1.85,0.07200000000000001
8057-1,12.99,18.86,0.39799999999999996,0.038
8058-1,19.99,59.56,1.943,0.096
8059-1,19.99,40.46,0.9990000000000001,0.071
8060-1,34.99,44.83,0.32899999999999996,0.027999999999999997
806-1,6.41,30.06,3.688,0.047
8061-1,54.99,105.15,0.948,0.066
806-2,1.32,461.15,347.561,0.11
8062-1,91.8,206.4,1.248,0.032
8063-1,134.99,283.43,1.1,0.07
8064-1,74.24,137.52,0.853,0.044000000000000004
8065-1,14.99,33.74,1.274,0.073
8066-1,24.99,49.21,0.823,0.059000000000000004
8067-1,29.99,107.99,2.201,0.11900000000000001
8068-1,49.99,101.2,0.8740000000000001,0.064
8069-1,79.99,181.02,1.235,0.084
8070-1,154.99,371.4,1.2930000000000001,0.063
807-1,6.41,34.36,4.3580000000000005,0.051
8071-1,64.99,152.4,1.258,0.077
8072-1,4.99,8.76,0.627,0.028999999999999998
8073-1,4.99,7.86,0.45899999999999996,0.032
8074-1,93.15,204.39,1.194,0.027000000000000003
8075-1,79.99,92.65,0.14400000000000002,0.013000000000000001
8076-1,26.99,45.75,0.695,0.054000000000000006
8077-1,69.99,102.41,0.518,0.039
8078-1,129.99,201.42,0.49200000000000005,0.043
8079-1,39.99,65.22,0.611,0.053
8080-1,54.99,67.5,0.25,0.023
808-1,6.41,19.62,2.059,0.037000000000000005
8081-1,79.99,229.93,1.839,0.069
8082-1,133.65,464.52,2.476,0.047
8083-1,14.99,25.87,0.598,0.053
8084-1,14.99,32.29,0.995,0.095
8085-1,34.99,48.6,0.441,0.036000000000000004
8086-1,34.99,80.99,1.401,0.085
8087-1,69.99,175.49,1.6,0.10300000000000001
8088-1,79.99,332.63,3.1069999999999998,0.138
8089-1,54.99,114.84,1.127,0.08
8090-1,,408.71,,
809-1,6.41,34.7,4.4110000000000005,0.051
8091-1,39.99,75.41,0.863,0.073
8092-1,34.99,51.54,0.528,0.044000000000000004
8093-1,34.99,121.76,2.609,0.13
8094-1,133.65,805.22,5.025,0.07200000000000001
8095-1,69.99,155.4,1.3030000000000002,0.076
8096-1,79.99,179.79,1.22,0.075
8097-1,109.99,202.5,0.875,0.07200000000000001
8098-1,159.99,405.0,1.5,0.086
8099-1,49.99,135.0,1.501,0.084
81000-1,69.99,324.84,3.375,0.36200000000000004
8100-1,10.79,51.07,3.735,0.1
81001-1,21.6,141.32,5.542999999999999,0.36200000000000004
81002-1,20.25,178.47,7.813,0.36200000000000004
81003-1,20.25,155.82,6.695,0.36200000000000004
810-1,35.78,103.38,1.89,0.032
8101-1,10.79,100.56,8.323,0.155
810-2,,7759.88,,
8102-1,20.24,80.77,2.991,0.076
810-3,5.39,,,
8103-1,20.24,101.1,3.9960000000000004,0.09
810-4,16.88,4902.73,289.532,0.11199999999999999
8104-1,20.24,48.96,1.42,0.07200000000000001
8105-1,20.24,53.14,1.626,0.078
8106-1,40.49,121.23,1.994,0.042
8107-1,67.49,164.71,1.4409999999999998,0.064
8108-1,121.49,404.3,2.3280000000000003,0.066
8109-1,129.99,476.5,2.53,0.10400000000000001
8110-1,249.99,398.64,0.47700000000000004,0.033
811-1,6.41,27.24,3.248,0.043
8111-1,10.79,44.48,3.1239999999999997,0.07200000000000001
811-2,,608.49,,
8112-1,10.79,49.6,3.5980000000000003,0.081
8113-1,20.24,157.01,6.7589999999999995,0.145
8114-1,20.24,87.18,3.3080000000000003,0.127
8115-1,20.24,67.37,2.329,0.061
8117-1,26.99,88.64,2.285,0.07400000000000001
8118-1,40.49,101.86,1.516,0.079
8119-1,6.74,26.99,3.0060000000000002,0.096
8120-1,6.74,20.24,2.004,0.085
812-1,6.41,90.53,13.118,0.081
8121-1,6.74,20.71,2.074,0.08800000000000001
812-2,,14.78,,
8122-1,6.74,24.85,2.6889999999999996,0.071
8123-1,20.24,64.3,2.177,0.051
8124-1,20.24,36.23,0.7909999999999999,0.033
8125-1,20.24,63.67,2.146,0.11
8126-1,20.24,60.76,2.003,0.048
8128-1,64.99,102.59,0.52,0.05
8129-1,139.99,411.75,1.7730000000000001,0.076
8130-1,6.74,13.5,1.004,0.055999999999999994
813-1,6.06,20.22,2.336,0.024
8131-1,6.74,35.05,4.202,0.102
813-2,3.9,112.64,27.872,0.076
8132-1,6.74,29.69,3.407,0.073
8133-1,6.74,26.87,2.988,0.07
8134-1,26.99,48.57,0.8,0.045
8135-1,53.99,134.89,1.499,0.045
8136-1,13.49,30.92,1.2919999999999998,0.046
8137-1,13.49,22.45,0.665,0.024
8138-1,13.49,45.44,2.369,0.098
8139-1,13.49,47.12,2.4930000000000003,0.107
8140-1,26.99,40.42,0.498,0.022000000000000002
814-1,5.27,23.02,3.372,0.031
8141-1,26.99,84.92,2.147,0.094
814-2,4.02,102.64,24.513,0.075
8142-1,26.99,126.25,3.678,0.079
8143-1,67.49,264.83,2.924,0.10099999999999999
8144-1,94.49,226.58,1.3980000000000001,0.071
8144-2,94.49,298.12,2.155,0.09300000000000001
8145-1,148.49,1293.17,7.709,0.106
8146-1,67.49,120.45,0.785,0.03
8147-1,67.49,190.85,1.828,0.08900000000000001
8148-1,6.74,16.12,1.393,0.036000000000000004
8149-1,6.74,48.37,6.18,0.08900000000000001
8150-1,6.74,41.05,5.093999999999999,0.105
815-1,10.11,29.77,1.944,0.032
8151-1,6.74,16.04,1.381,0.071
8152-1,17.54,53.95,2.076,0.05
8153-1,26.99,134.87,3.997,0.071
8154-1,94.49,298.35,2.158,0.075
8155-1,53.99,267.8,3.96,0.091
8156-1,67.49,558.37,7.274,0.10400000000000001
8157-1,121.49,670.59,4.52,0.122
8158-1,26.99,150.94,4.593,0.102
8159-1,26.99,114.74,3.252,0.065
8160-1,53.99,110.43,1.046,0.061
816-1,12.81,48.76,2.806,0.047
8161-1,80.99,236.25,1.9169999999999998,0.102
8162-1,17.54,40.49,1.3090000000000002,0.087
8163-1,17.54,63.64,2.6289999999999996,0.07400000000000001
8164-1,17.54,90.53,4.162,0.091
8165-1,17.54,87.14,3.969,0.09699999999999999
8166-1,26.99,93.06,2.448,0.11800000000000001
8167-1,26.99,84.21,2.121,0.069
8168-1,26.99,100.79,2.735,0.086
8169-1,79.99,520.79,5.431,0.1
818-1,16.54,24.49,0.48100000000000004,0.049
8182-1,53.99,54.36,0.006999999999999999,0.017
8183-1,49.99,197.44,2.657,0.098
8184-1,53.99,176.51,2.27,0.113
8185-1,99.99,291.34,1.6980000000000002,0.073
8186-1,89.99,178.47,0.889,0.046
8188-1,12.99,82.66,5.129,0.138
8189-1,26.99,63.11,1.339,0.08
8190-1,44.99,88.38,0.871,0.059000000000000004
819-1,7.41,19.86,1.679,0.035
8191-1,69.99,170.36,1.524,0.096
8192-1,6.99,18.21,1.252,0.081
8193-1,6.99,22.73,1.811,0.076
8194-1,6.99,16.47,1.037,0.066
8195-1,6.99,17.54,1.169,0.062
8196-1,19.99,39.76,0.965,0.083
8197-1,19.99,67.49,2.335,0.102
8198-1,19.99,48.29,1.386,0.08199999999999999
8199-1,19.99,23.96,0.184,0.017
8200-1,9.99,39.15,3.1489999999999996,0.134
820-1,6.41,38.34,4.979,0.055999999999999994
8201-1,9.99,71.48,6.575,0.157
820-2,16.88,933.13,54.297,0.077
8202-1,9.44,68.38,6.246,0.113
8203-1,6.74,10.0,0.485,0.027000000000000003
8204-1,6.74,15.28,1.2690000000000001,0.038
8205-1,9.44,28.17,1.986,0.049
8206-1,19.99,33.75,0.6679999999999999,0.055999999999999994
8207-1,10.79,33.47,2.103,0.028999999999999998
8208-1,8.09,27.61,2.414,0.057
8209-1,8.09,61.06,6.551,0.096
8210-1,26.99,56.75,1.103,0.026000000000000002
821-1,3.04,6.99,1.3019999999999998,0.054000000000000006
8211-1,54.99,117.46,1.176,0.085
8213-1,13.49,53.78,2.988,0.032
8214-1,79.99,337.38,3.1660000000000004,0.094
8215-1,10.79,32.98,2.0580000000000003,0.032
8216-1,13.49,44.15,2.273,0.053
8217-1,9.44,30.71,2.255,0.055
8218-1,10.79,20.13,0.866,0.028999999999999998
8219-1,12.14,80.76,5.654,0.09
822-1,6.41,55.13,7.598,0.044000000000000004
8221-1,17.99,94.49,4.388,0.171
8222-1,22.94,46.06,1.008,0.032
8223-1,,45.33,,
8225-1,26.99,50.81,0.883,0.026000000000000002
8226-1,17.54,44.39,1.531,0.06
8227-1,17.99,60.68,2.46,0.122
8228-1,17.99,82.82,3.7230000000000003,0.1
8229-1,29.69,83.43,1.81,0.055
8230-1,29.69,107.93,2.636,0.069
8231-1,17.99,63.42,2.617,0.091
8232-1,33.74,80.99,1.401,0.07200000000000001
8233-1,26.99,30.46,0.129,
8235-1,40.49,135.39,2.344,0.05
8236-1,8.09,25.54,2.1590000000000003,0.062
8237-1,13.49,31.94,1.368,0.06
8238-1,24.29,128.24,4.28,0.044000000000000004
8239-1,26.99,67.86,1.515,0.048
8240-1,20.24,60.74,2.001,0.037000000000000005
8241-1,12.14,67.43,4.556,0.071
8242-1,26.99,96.7,2.583,0.049
8244-1,44.54,78.46,0.762,0.036000000000000004
8245-1,40.49,49.83,0.231,0.016
8246-1,5.39,26.93,4.0,0.052000000000000005
8247-1,8.09,16.86,1.085,0.04
8248-1,44.54,90.88,1.041,0.037000000000000005
8250-1,66.83,174.37,1.609,0.05
8251-1,10.79,37.37,2.464,0.07200000000000001
8252-1,26.99,57.78,1.141,0.039
8253-1,22.28,160.06,6.185,0.099
8255-1,20.24,66.87,2.3040000000000003,0.059000000000000004
8256-1,20.24,72.44,2.58,0.084
8257-1,67.49,86.72,0.285,0.057999999999999996
