set_num,rrp,current_value,growth,annual_growth
8258-1,202.49,717.62,2.544,0.07400000000000001
8259-1,12.99,43.42,2.219,0.068
8260-1,13.49,89.09,5.606,0.151
8261-1,33.74,81.46,1.415,0.042
8262-1,53.99,133.53,1.473,0.043
8263-1,64.99,288.0,3.267,0.09
8264-1,94.49,243.26,1.575,0.047
8265-1,129.99,242.2,1.2429999999999999,0.048
8266-1,94.49,233.12,1.4669999999999999,0.042
8268-1,20.24,115.43,4.704,0.09300000000000001
8269-1,53.99,61.74,0.14400000000000002,
8270-1,13.49,55.74,3.133,0.098
8271-1,26.99,53.26,0.973,0.03
8272-1,40.49,213.46,4.272,0.09300000000000001
8273-1,67.49,230.65,2.418,0.066
8274-1,94.49,536.63,4.678999999999999,0.094
8275-1,202.49,1081.31,4.34,0.068
8277-1,53.99,226.89,3.2030000000000003,0.05
8279-1,94.49,229.5,1.429,0.051
8280-1,74.24,276.78,2.728,0.064
8281-1,13.49,61.7,3.575,0.086
8282-1,26.99,40.38,0.496,0.028999999999999998
8283-1,40.49,121.2,1.994,0.087
8284-1,80.99,236.09,1.915,0.044000000000000004
8285-1,161.99,996.79,5.154,0.075
8286-1,113.4,268.3,1.3659999999999999,0.055
8287-1,40.49,235.04,4.805,0.135
8288-1,67.49,540.93,7.015,0.102
8289-1,101.24,177.88,0.757,0.038
8290-1,10.79,40.49,2.753,0.066
8291-1,33.74,261.0,6.736000000000001,0.125
8292-1,80.99,301.73,2.7260000000000004,0.071
8293-1,39.99,60.99,0.507,0.239
8294-1,80.99,285.47,2.525,0.07
8295-1,121.49,337.2,1.776,0.09
8296-1,26.99,269.99,9.005,0.107
8297-1,161.99,489.66,2.023,0.064
8299-1,67.49,209.44,2.103,0.067
8300-1,14.84,234.31,14.793,0.126
830-1,6.41,32.33,4.042,0.040999999999999995
8301-1,6.99,14.96,0.85,0.07400000000000001
8302-1,6.99,13.49,0.6679999999999999,0.046
8303-1,6.99,19.21,1.376,0.08800000000000001
8304-1,6.99,19.6,1.4240000000000002,0.08800000000000001
8305-1,40.49,101.98,1.5190000000000001,0.047
8307-1,121.49,94.49,,
8310-1,13.49,22.38,0.66,0.044000000000000004
831-1,6.41,39.62,5.178999999999999,0.047
8311-1,13.49,24.41,0.81,0.025
8312-1,13.49,27.96,1.073,0.035
8313-1,20.24,29.27,0.446,0.021
8314-1,20.24,52.81,1.61,0.065
8315-1,53.99,67.49,0.25,0.027000000000000003
8316-1,80.99,80.99,,
8317-1,13.49,67.5,4.005,0.11599999999999999
8318-1,26.99,65.18,1.415,0.033
8319-1,13.49,116.65,7.65,0.127
8320-1,13.49,27.11,1.01,0.033
832-1,6.41,22.38,2.491,0.032
8321-1,26.99,31.01,0.149,
8324-1,13.49,50.58,2.7510000000000003,0.09
8325-1,13.49,629.87,45.70399999999999,0.23800000000000002
833-1,6.41,17.1,1.6669999999999998,0.025
834-1,6.41,40.42,5.303,0.047
8350-1,5.39,20.12,2.734,0.054000000000000006
8353-1,26.99,25.33,,
8354-1,13.49,24.11,0.7879999999999999,0.10099999999999999
8355-1,13.49,40.32,1.99,0.034
8356-1,20.24,200.7,8.918,0.135
8357-1,20.24,80.99,3.002,0.053
8358-1,5.39,17.91,2.326,0.098
8359-1,5.39,15.96,1.962,0.052000000000000005
8360-1,5.39,13.41,1.489,0.07200000000000001
836-1,6.41,31.91,3.977,0.055
8362-1,20.24,121.95,5.026,0.053
8363-1,53.99,74.39,0.37799999999999995,0.113
8364-1,121.5,375.45,2.09,0.066
8365-1,94.49,94.5,0.0,0.107
8366-1,175.49,970.31,4.529,0.106
8369-1,188.99,347.09,0.8370000000000001,0.054000000000000006
8369-2,53.99,809.99,14.004000000000001,0.214
8370-1,13.49,68.94,4.112,0.049
837-1,6.41,22.1,2.4459999999999997,0.032
8371-1,13.49,60.74,3.5039999999999996,0.049
8374-1,17.54,110.46,5.2989999999999995,0.066
8375-1,40.49,126.0,2.112,0.039
8376-1,107.99,936.0,7.667999999999999,0.124
8378-1,53.99,222.06,3.113,0.048
8380-1,13.49,36.96,1.7409999999999999,0.136
838-1,6.41,32.6,4.084,0.036000000000000004
8381-1,13.49,108.86,7.072,0.14
8382-1,13.49,33.74,1.5019999999999998,0.059000000000000004
8383-1,13.49,33.75,1.5030000000000001,0.059000000000000004
8384-1,13.49,41.18,2.053,0.066
8385-1,13.49,53.99,3.003,0.07200000000000001
8386-1,94.49,465.39,3.925,0.07400000000000001
8389-1,9.44,72.16,6.647,0.059000000000000004
839-1,6.41,18.25,1.8459999999999999,0.027000000000000003
8396-1,4.71,19.74,3.1889999999999996,0.113
8397-1,4.71,19.85,3.2119999999999997,0.09699999999999999
8398-1,4.71,15.85,2.364,0.054000000000000006
8399-1,4.71,20.29,3.307,0.073
8400-1,4.71,15.53,2.295,0.066
840-1,5.06,17.75,2.5069999999999997,0.032
8401-1,12.99,33.08,1.452,0.062
8402-1,12.99,19.79,0.467,0.024
8403-1,54.99,124.17,1.3,0.054000000000000006
8404-1,139.99,269.89,0.9990000000000001,0.047
8408-1,40.49,134.99,2.334,0.045
8409-1,19.99,121.49,5.003,0.154
8410-1,19.99,107.43,4.309,0.147
841-1,2.36,114.79,47.589,0.102
8411-1,19.99,77.25,2.8169999999999997,0.121
8412-1,40.16,121.49,2.025,0.045
8414-1,40.49,200.1,3.9419999999999997,0.085
8415-1,40.49,111.12,1.745,0.034
8416-1,94.49,236.32,1.501,0.073
8417-1,40.49,192.75,3.761,0.083
8418-1,8.09,47.93,4.927,0.129
8419-1,26.99,171.0,5.337000000000001,0.098
8420-1,67.49,401.9,4.955,0.11800000000000001
842-1,2.36,42.55,17.011,0.075
8421-1,202.49,850.46,3.2,0.049
842-2,25.64,1620.09,62.195,
8422-1,44.54,134.93,2.03,0.037000000000000005
8423-1,19.99,95.11,3.7,0.125
8424-1,19.99,27.14,0.341,0.023
8425-1,66.83,188.73,1.824,0.044000000000000004
8426-1,24.99,54.51,1.02,0.073
8428-1,59.4,132.12,1.224,0.037000000000000005
8429-1,22.94,60.52,1.639,0.055
8430-1,47.24,111.75,1.3659999999999999,0.049
843-1,5.06,24.58,3.8560000000000003,0.04
8431-1,114.74,299.31,1.609,0.063
8432-1,64.8,134.03,1.068,0.034
8433-1,17.54,47.88,1.7309999999999999,0.107
8434-1,47.24,195.03,3.1289999999999996,0.075
8435-1,60.74,188.38,2.102,0.07400000000000001
8436-1,121.49,325.53,1.68,0.071
8437-1,72.9,140.1,0.922,0.042
8438-1,114.74,450.23,2.924,0.084
8439-1,94.49,363.31,2.845,0.083
8440-1,72.9,168.72,1.314,0.044000000000000004
8441-1,8.09,59.39,6.343999999999999,0.07
8443-1,79.65,615.86,6.732,0.08900000000000001
8444-1,40.49,153.35,2.7880000000000003,0.052000000000000005
8445-1,53.99,188.93,2.5,0.07
8446-1,80.99,452.25,4.584,0.085
8448-1,175.49,880.0,4.015,0.053
8450-1,134.99,209.71,0.5539999999999999,0.021
845-1,17.54,45.04,1.568,0.034
8451-1,26.99,61.37,1.274,0.05
8453-1,26.99,61.14,1.266,0.04
8454-1,94.49,125.87,0.332,0.017
8455-1,134.99,767.61,4.687,0.077
8456-1,99.9,205.62,1.058,0.027999999999999997
8457-1,134.99,741.74,4.495,0.05
8458-1,229.49,1208.94,4.268,0.071
8459-1,110.7,347.84,2.142,0.034
8460-1,133.65,388.13,1.9040000000000001,0.044000000000000004
846-1,24.29,104.68,3.31,0.069
8461-1,175.49,916.52,4.223,0.064
8462-1,164.7,520.07,2.158,0.076
8463-1,40.49,180.16,3.45,0.08199999999999999
8464-1,94.49,361.23,2.823,0.073
8465-1,53.99,162.18,2.004,0.07400000000000001
8465934-1,37.13,47.78,0.287,0.023
8465972-1,37.13,49.02,0.32,0.026000000000000002
8466-1,161.99,947.84,4.851,0.057999999999999996
8468-1,10.79,22.76,1.11,0.042
8469-1,13.49,88.8,5.585,0.087
8470-1,20.24,74.25,2.6689999999999996,0.046
8471-1,26.99,50.52,0.872,0.035
8472-1,94.49,159.33,0.6859999999999999,0.053
8473-1,67.49,121.11,0.795,0.037000000000000005
8475-1,175.49,576.29,2.2840000000000003,0.068
8479-1,221.4,480.07,1.168,0.034
8480-1,213.3,906.75,3.2510000000000003,0.040999999999999995
8482-1,202.49,472.5,1.3330000000000002,0.073
8483-1,202.49,286.36,0.414,0.016
8484-1,39.99,175.49,3.3339999999999996,0.128
8485-1,295.65,1029.66,2.483,0.053
8486-1,49.99,230.13,3.263,0.09
8487-1,74.99,174.49,1.155,0.068
8490-1,13.49,33.24,1.464,0.040999999999999995
8491-1,13.49,34.47,1.556,0.053
8492-1,13.49,40.37,1.993,0.094
8493-1,13.49,36.18,1.683,0.055
8494-1,40.49,59.51,0.47,0.036000000000000004
8495-1,53.99,98.5,0.8240000000000001,0.037000000000000005
8496-1,67.49,67.49,,
8500-1,8.09,24.54,2.035,0.038
850-1,,661.04,,
8501-1,8.09,59.37,6.3420000000000005,0.077
850150-1,6.99,,,
850152-1,6.74,8.64,0.28300000000000003,0.02
850154-1,6.99,11.66,0.442,0.073
8502-1,8.09,49.94,5.175,0.08199999999999999
8503-1,8.09,39.04,3.8280000000000003,0.107
850353-1,5.49,9.69,0.439,0.052000000000000005
850354-1,,,,
850355-1,5.49,11.02,0.635,0.07400000000000001
8504-1,8.09,33.75,3.174,0.07
850416-1,5.49,22.88,2.397,0.16399999999999998
850417-1,5.49,14.9,1.212,0.107
850423-1,11.99,23.36,0.732,0.081
850425-1,18.49,67.5,2.336,0.139
850426-1,17.99,74.55,2.6839999999999997,0.141
850442-1,5.49,9.71,0.441,0.033
850443-1,5.49,9.44,0.401,0.049
850445-1,16.99,44.39,1.193,0.071
850446-1,6.99,11.68,0.444,0.051
850449-1,17.99,35.48,0.753,0.057999999999999996
850451-1,5.49,9.38,0.39299999999999996,0.047
850452-1,5.49,47.25,6.013999999999999,0.133
850453-1,5.49,6.52,,
850456-1,6.74,16.71,1.4809999999999999,0.06
850457-1,6.74,13.68,1.03,0.086
850458-1,17.54,67.49,2.8480000000000003,0.10300000000000001
850486-1,17.99,72.04,2.56,0.078
850487-1,17.99,32.29,0.596,0.06
850490-1,6.74,12.02,0.784,0.067
850501-1,6.74,9.61,0.42700000000000005,0.045
850502-1,6.74,21.02,2.12,0.20199999999999999
850503-1,10.79,25.64,1.3769999999999998,0.091
850506-1,28.49,32.44,,
850507-1,6.99,19.32,1.389,0.09
8505-1,8.09,40.76,4.04,0.08
850529-1,5.49,12.14,0.802,0.065
850581-1,17.99,54.5,1.693,0.08199999999999999
850591-1,15.99,33.74,0.924,0.121
850595-1,11.99,13.49,,
850597-1,17.99,43.81,1.165,0.121
850598-1,15.99,,,
850602-1,5.49,6.68,,
850607-1,5.49,41.18,5.112,0.364
850608-1,5.49,8.37,0.242,0.035
850609-1,5.49,12.62,0.8740000000000001,0.114
8506-1,8.09,38.77,3.795,0.043
850611-1,15.99,41.54,1.369,0.129
850612-1,11.99,75.3,4.584,0.272
850614-1,15.99,30.2,0.722,0.08
850615-1,11.99,85.94,5.372000000000001,0.29600000000000004
850617-1,17.99,26.96,0.332,0.037000000000000005
850618-1,17.99,21.47,0.061,0.024
850622-1,5.49,13.18,0.956,0.11800000000000001
850632-1,17.99,47.25,1.335,0.052000000000000005
850635-1,8.49,12.15,0.28800000000000003,0.068
850636-1,8.49,11.27,0.195,0.047
850638-1,8.49,13.35,0.415,0.043
850639-1,8.49,17.54,0.858,0.083
850640-1,8.49,23.64,1.505,0.171
850642-1,8.49,16.89,0.79,0.09699999999999999
850646-1,5.49,13.43,0.9940000000000001,0.11199999999999999
850648-1,5.49,11.6,0.721,0.064
850653-1,5.49,15.92,1.3630000000000002,0.124
850656-1,5.49,14.3,1.122,0.096
850664-1,8.49,38.03,3.03,0.22699999999999998
850670-1,8.49,39.15,3.1489999999999996,0.19699999999999998
850673-1,8.49,,,
850674-1,5.49,8.88,0.319,0.062
850681-1,8.49,,,
850682-1,8.49,9.81,0.04,
850686-1,15.99,44.37,1.53,0.18899999999999997
850702-1,17.99,31.71,0.5670000000000001,0.071
850705-1,8.49,14.23,0.508,0.10300000000000001
8507-1,8.09,38.91,3.8110000000000004,0.084
850751-1,20.24,29.55,0.46,0.055999999999999994
850752-1,6.74,44.87,5.6610000000000005,0.374
850760-1,6.74,15.89,1.359,0.131
850771-1,6.74,7.86,0.166,0.022000000000000002
850779-1,17.99,22.33,0.10300000000000001,0.016
850789-1,5.49,9.73,0.445,0.046
850791-1,9.99,14.99,0.389,0.043
850794-1,9.99,13.69,0.26899999999999996,0.04
850798-1,15.99,20.12,0.147,0.024
850800-1,5.49,10.65,0.581,0.1
850801-1,6.74,40.59,5.026,0.221
850802-1,,,,
850806-1,12.14,,,
850807-1,6.99,8.26,0.022000000000000002,0.023
850808-1,6.99,68.07,7.417000000000001,0.23600000000000002
8508-1,2.69,22.46,7.362,0.095
850814-1,6.99,12.31,0.523,0.111
850838-1,5.49,10.3,0.529,0.063
850839-1,17.99,55.94,1.765,0.115
850841-1,4.99,6.56,0.218,0.065
850842-1,9.99,47.24,3.3789999999999996,0.153
850843-1,9.99,53.84,3.991,0.166
850849-1,9.99,29.21,1.7080000000000002,0.126
850850-1,9.99,15.97,0.48100000000000004,0.055999999999999994
850851-1,9.99,29.32,1.7180000000000002,0.149
850852-1,9.99,31.04,1.8769999999999998,0.161
850884-1,5.49,8.41,0.248,0.038
850886-1,5.49,7.9,0.172,0.040999999999999995
850888-1,17.99,87.14,3.306,0.18100000000000002
850889-1,17.99,64.18,2.171,0.151
850894-1,6.99,10.79,0.33399999999999996,0.063
850895-1,6.99,8.19,0.013000000000000001,0.034
850896-1,6.99,9.41,0.16399999999999998,0.028999999999999998
850899-1,17.99,33.74,0.667,0.128
850908-1,5.49,6.86,0.018000000000000002,
850909-1,5.49,8.86,0.315,0.049
8509-1,8.09,67.49,7.346,0.121
850910-1,17.99,26.53,0.311,0.052000000000000005
850913-1,17.99,26.3,0.3,0.040999999999999995
850918-1,9.99,,,
850921-1,,,,
850929-1,17.99,80.93,2.9989999999999997,0.237
850932-1,17.99,47.7,1.357,0.15
850933-1,5.49,10.87,0.613,0.099
850935-1,9.99,78.17,6.247000000000001,0.195
850936-1,9.99,32.08,1.974,0.122
850939-1,9.99,13.51,0.253,0.027000000000000003
850949-1,9.99,24.99,1.317,0.163
850950-1,9.99,45.9,3.255,0.11599999999999999
850951-1,5.39,16.38,2.04,0.235
850952-1,5.49,22.88,2.397,0.19
850953-1,6.99,9.99,0.235,0.049
850963-1,9.99,10.79,,
850967-1,17.99,20.53,0.015,0.024
850972-1,12.14,,,
850978-1,5.39,98.85,17.351,0.374
850996-1,6.99,8.24,0.018000000000000002,0.037000000000000005
850997-1,6.99,11.0,0.361,0.057999999999999996
850998-1,6.99,8.64,0.068,0.043
850999-1,5.49,21.74,2.226,0.267
851002-1,,,,
851003-1,6.99,8.45,0.045,0.011000000000000001
851005-1,6.99,9.07,0.122,0.032
851006-1,6.99,22.29,2.309,0.212
851007-1,8.49,13.5,0.431,0.076
8510-1,8.09,40.37,3.992,0.067
851015-1,21.99,39.31,0.619,0.095
851018-1,5.49,7.17,0.064,0.01
851091-1,5.49,,,
851-1,,726.75,,
8511-1,8.09,47.12,4.8260000000000005,0.075
8512-1,8.09,49.95,5.1770000000000005,0.10099999999999999
851210-1,,,,
8513-1,8.09,76.06,8.406,0.133
851317-1,8.49,17.54,0.858,0.124
851318-1,21.99,33.74,0.389,0.059000000000000004
851320-1,6.99,17.56,1.172,0.172
851324-1,5.49,8.65,0.285,0.043
851325-1,17.99,47.99,1.3719999999999999,0.113
851330-1,6.74,11.11,0.649,0.12
851331-1,10.79,26.1,1.419,0.16399999999999998
851332-1,5.39,9.52,0.767,0.067
851335-1,13.49,,,
851336-1,9.99,172.46,14.989,0.38299999999999995
851338-1,15.99,22.94,0.308,0.04
851339-1,6.99,10.22,0.517,0.1
851341-1,17.99,38.02,0.879,0.18600000000000003
851342-1,17.99,33.71,0.6659999999999999,0.081
851345-1,17.99,23.75,0.17300000000000001,0.036000000000000004
851351-1,6.99,40.39,3.995,0.266
851352-1,6.99,28.31,2.501,0.166
851353-1,5.49,6.68,,
851354-1,5.49,7.87,0.168,0.048
851358-1,9.99,20.56,0.9059999999999999,0.11
851362-1,9.99,13.22,0.225,0.05
851368-1,5.49,6.68,,
851369-1,5.49,16.94,1.515,0.184
851393-1,6.99,8.09,,
851394-1,5.49,16.19,1.403,0.22699999999999998
851395-1,5.49,21.53,2.1959999999999997,0.126
851400-1,15.99,29.63,0.69,0.10300000000000001
851402-1,17.99,20.24,,
851406-1,6.99,13.49,0.6679999999999999,0.08900000000000001
8514-1,8.09,36.18,3.4739999999999998,0.122
851417-1,17.99,63.44,2.135,0.21899999999999997
851463-1,5.39,9.52,0.767,0.026000000000000002
851464-1,5.49,8.64,0.28300000000000003,0.057999999999999996
851502-1,10.79,,,
8515-1,2.69,4.77,0.774,0.033
851524-1,7.95,,,
8516-1,26.99,77.34,1.8659999999999999,0.033
851652-1,12.14,,,
851659-1,5.49,22.4,2.325,0.23199999999999998
851687-1,5.39,21.84,3.055,0.155
8517-1,19.99,105.44,4.21,0.142
8518-1,19.99,100.29,3.9560000000000004,0.136
851831-1,,,,
851846-1,12.14,,,
851854-1,17.54,,,
8519-1,19.99,69.71,2.445,0.09300000000000001
851938-1,5.39,8.75,0.624,0.045
851955-1,22.94,,,
852001-1,67.49,283.35,3.199,0.076
852005-1,7.95,,,
8520-1,26.99,69.2,1.564,0.057999999999999996
852089-1,17.54,,,
852090-1,5.39,16.15,1.9969999999999999,0.11599999999999999
852095-1,6.74,22.18,2.293,0.12
852-1,,671.4,,
8521-1,8.09,96.26,10.902999999999999,0.1
852113-1,13.49,58.28,3.321,0.127
852114-1,13.49,18.16,0.34600000000000003,0.025
852115,13.49,15.39,0.141,0.08
852132-1,20.24,186.42,8.212,0.153
852146-1,6.74,8.03,0.192,0.016
852194-1,6.74,9.07,0.34700000000000003,0.035
8522-1,8.09,31.04,2.838,0.07
852216-1,6.06,,,
852217-1,17.54,80.64,3.5980000000000003,0.132
852227-1,6.99,40.74,5.048,0.183
852231-1,20.24,,,
852242-1,,,,
852245-1,6.74,19.56,1.9040000000000001,0.09699999999999999
852247-1,6.74,27.39,3.0660000000000003,0.12300000000000001
852266-1,6.06,14.18,1.339,0.079
852271-1,20.24,89.22,3.409,0.10400000000000001
852272-1,20.24,103.25,4.102,0.08800000000000001
852273-1,5.99,22.88,2.397,0.156
852293-1,269.99,2159.99,7.0,0.18899999999999997
852294-1,8.09,,,
8523-1,20.24,53.99,1.6680000000000001,0.036000000000000004
852331-1,24.29,71.62,1.949,0.102
852333-1,13.49,88.2,5.54,0.109
852341-1,17.54,,,
852347-1,6.74,40.49,5.01,0.17800000000000002
852351-1,6.74,20.17,1.994,0.14300000000000002
852354-1,6.74,6.62,,
852445-1,5.99,11.15,0.655,0.08800000000000001
852504-1,20.24,,,
8525-1,2.69,36.1,12.437000000000001,0.07400000000000001
852513-1,16.99,67.27,2.8360000000000003,0.141
852535-1,24.29,78.83,2.246,0.05
852543-1,16.99,,,
852547-1,19.99,,,
852548-1,6.74,9.29,0.379,0.045
852549-1,5.99,7.44,0.10400000000000001,0.026000000000000002
852550-1,5.49,6.82,0.012,0.08199999999999999
852551-1,20.24,,,
852552-1,15.49,,,
852553-1,20.24,,,
852554-1,15.49,,,
852555-1,15.49,,,
852678-1,30.49,,,
852690-1,,,,
852697-1,24.29,89.83,2.699,0.10800000000000001
852701-1,20.24,87.79,3.338,0.077
852702-1,20.24,94.46,3.668,0.07
852708-1,24.29,,,
8527-1,337.49,668.24,0.98,0.063
852713-1,20.24,,,
852715-1,19.99,,,
852717-1,6.74,10.89,0.617,0.045
852719-1,20.24,,,
852737-1,13.49,,,
852741-1,26.99,94.49,2.501,0.07200000000000001
852742-1,13.49,17.31,0.28300000000000003,0.025
852744-1,26.99,133.88,3.9610000000000003,0.14
852747-1,20.24,75.65,2.738,0.092
852748-1,26.99,,,
852750-1,26.99,98.52,2.6510000000000002,0.065
852751-1,67.49,625.27,8.265,0.14400000000000002
852753-1,26.99,121.19,3.491,0.126
852768-1,9.99,62.96,4.837,0.261
852769-1,24.99,40.81,0.68,0.075
852771-1,8.49,44.93,3.165,0.344
852774-1,5.99,13.49,1.002,0.08900000000000001
852777-1,16.99,,,
852778-1,14.99,,,
852780-1,14.99,,,
852781-1,14.99,,,
852786-1,6.74,33.24,3.9339999999999997,0.147
8528-1,14.99,78.77,4.841,0.187
852815-1,5.99,32.33,3.8,0.106
852820-1,15.49,,,
852837-1,5.49,9.44,0.401,0.059000000000000004
852838-1,5.49,16.07,1.385,0.115
852841-1,5.49,26.97,3.0039999999999996,0.23600000000000002
852842-1,5.99,18.83,1.796,0.054000000000000006
852843-1,19.99,,,
852844-1,19.99,,,
852845-1,19.99,23.84,0.17800000000000002,0.017
852848-1,5.49,74.21,10.016,0.16399999999999998
852856-1,5.49,6.68,,
852858-1,,,,
8529-1,14.99,21.57,0.6,0.08
852911-1,5.99,13.57,1.014,0.121
852921-1,19.99,98.64,3.875,0.136
852922-1,19.99,99.1,3.897,0.127
852942-1,19.99,,,
852947-1,15.49,,,
852948-1,15.49,13.99,,
852949-1,15.49,,,
852950-1,5.49,33.68,4.0,0.151
852979-1,6.74,14.12,1.0959999999999999,0.10400000000000001
852980-1,6.74,30.58,3.5389999999999997,0.135
852981-1,5.49,38.49,4.713,0.22
852982-1,15.49,,,
852983-1,15.49,,,
852985-1,5.49,86.79,11.884,0.166
852986-1,5.49,8.02,0.19,0.02
852987-1,6.99,18.12,1.24,0.11800000000000001
852995-1,,20.74,,0.054000000000000006
852996-1,,5.37,,0.121
852997-1,14.99,,,
852998-1,55.46,,,
8530-1,2.69,52.65,18.598,0.149
853036-1,13.49,,,
853037-1,15.49,,,
853091-1,5.49,9.44,0.401,0.064
853092-1,15.49,20.24,,
853097-1,5.49,7.26,0.078,0.066
853098-1,5.49,26.99,3.0060000000000002,0.185
853099-1,5.49,33.45,3.966,0.21600000000000003
853-1,,619.19,,
853100-1,5.49,7.99,0.18600000000000003,0.055999999999999994
853101-1,5.49,10.79,0.601,0.121
853102-1,15.49,20.24,,
853106-1,21.99,26.99,,
8531-1,9.44,87.78,8.302,0.102
853114-1,10.49,13.49,,
853118-1,5.49,75.26,10.172,0.314
853127-1,5.49,8.07,0.198,0.095
853130-1,15.49,20.24,,
853131-1,15.49,20.24,,
853143-1,7.49,9.44,,
853146-1,4.49,5.39,,
853148-1,4.49,5.39,,
853165-1,5.49,13.47,1.0,0.08199999999999999
853166-1,,,,
853167-1,5.49,29.96,3.447,0.08199999999999999
853168-1,15.49,20.24,,
853175-1,20.49,26.99,,
853176-1,15.49,33.56,0.6579999999999999,0.028999999999999998
853187-1,5.49,67.43,9.01,0.138
853191-1,15.49,20.24,,
853195-1,15.49,54.0,1.6680000000000001,0.171
853201-1,5.49,12.85,0.9079999999999999,0.102
8532-1,9.44,119.49,11.662,0.11599999999999999
853213-1,9.99,84.13,6.8,0.384
853219-1,15.49,57.67,1.85,0.10400000000000001
853234-1,13.49,26.99,1.001,0.086
853235-1,13.49,,,
853261-1,29.99,26.99,,
853274-1,,,,
853275-1,,,,
853297-1,,15.94,,
853301-1,15.49,25.58,0.264,0.028999999999999998
853305-1,6.74,31.5,3.675,0.08900000000000001
853306-1,6.74,26.2,2.89,0.163
853307-1,6.74,24.23,2.597,0.153
853309-1,6.74,15.7,1.331,0.078
8533-1,9.44,134.92,13.298,0.122
853313-1,,,,
853317-1,6.74,25.73,2.82,0.19
853340-1,9.99,20.74,0.922,0.084
853344-1,9.99,21.07,0.9540000000000001,0.122
853345-1,9.99,26.76,1.4809999999999999,0.19899999999999998
853346-1,9.99,30.08,1.788,0.138
853352-1,13.49,13.49,,
853353-1,12.99,,,
853358-1,44.99,152.55,2.229,0.13
853373-1,59.99,258.28,2.827,0.122
853378-1,15.49,26.1,0.29,0.03
853379-1,6.74,8.44,0.253,0.028999999999999998
853380-1,6.74,46.25,5.8660000000000005,0.272
853381-1,26.99,,,
853383-1,6.74,9.09,0.349,0.019
853393-1,16.99,23.94,0.183,0.024
853395-1,8.09,8.09,,
853401-1,5.49,10.15,0.507,0.059000000000000004
853402-1,5.49,10.77,0.599,0.046
853403-1,5.49,8.07,0.198,0.027000000000000003
8534-1,9.44,179.09,17.979,0.11900000000000001
853429-1,6.99,16.4,1.028,0.11
853430-1,6.99,13.5,0.669,0.079
853432-1,20.24,55.77,1.756,0.11800000000000001
853433-1,6.99,14.08,0.741,0.155
853439-1,15.99,27.47,0.5670000000000001,0.085
853440-1,11.99,33.71,1.499,0.16899999999999998
853441-1,17.99,22.75,0.124,0.032
853444-1,8.49,32.79,2.475,0.187
853447-1,21.99,39.04,0.7020000000000001,0.133
853448-1,11.99,19.56,0.45,0.078
853449-1,6.99,16.86,1.085,0.14800000000000002
853450-1,5.49,124.25,17.445,0.294
853451-1,6.99,14.78,0.828,0.158
853452-1,5.49,20.24,2.004,0.111
853454-1,6.99,38.62,3.7760000000000002,0.28800000000000003
853455-1,6.99,12.12,0.8,0.08
853456-1,5.49,22.26,2.305,0.17
853461-1,5.49,8.86,0.315,0.040999999999999995
853463-1,5.49,16.7,1.479,0.21
853464-1,10.79,,,
853465-1,15.99,29.63,0.69,0.115
853469-1,6.99,13.49,0.6679999999999999,0.062
853470-1,6.99,9.6,0.187,0.061
853471-1,6.99,11.65,0.441,0.040999999999999995
853472-1,5.49,234.91,33.872,0.303
853474-1,5.49,7.43,0.102,0.053
853475-1,8.09,8.99,0.11199999999999999,0.021
853476-1,8.49,13.15,0.39299999999999996,0.068
853503-1,15.99,17.54,,
853507-1,21.59,250.98,10.627,0.324
853508-1,26.99,,,
8535-1,9.44,202.49,20.458,0.134
853515-1,17.99,23.9,0.18100000000000002,0.036000000000000004
853516-1,17.99,38.85,0.92,0.12300000000000001
853520-1,6.99,6.68,,
853521-1,6.99,51.91,5.419,0.33399999999999996
853522-1,6.99,8.03,,
853524-1,6.99,7.68,,
853525-1,6.99,8.38,0.037000000000000005,0.011000000000000001
853529-1,24.99,26.99,,
853534-1,6.99,6.66,,
853538-1,6.99,6.66,,
853544-1,17.99,26.99,0.33399999999999996,0.142
853547-1,6.99,10.76,0.331,0.07200000000000001
853548-1,6.99,10.1,0.249,0.059000000000000004
853549-1,6.99,5.18,,
853550-1,6.99,10.79,0.33399999999999996,0.07
853551-1,6.99,12.11,0.49700000000000005,0.096
853555-1,17.99,20.24,,
853556-1,17.99,28.3,0.39799999999999996,0.08800000000000001
853559-1,6.99,12.81,0.584,0.07
853560-1,6.99,12.81,0.584,0.099
853561-1,6.99,8.09,,
853562-1,6.99,21.14,1.614,0.239
853563-1,6.99,14.55,0.8,0.12300000000000001
853564-1,17.99,20.24,,
853568-1,6.99,22.37,1.766,0.162
853569-1,15.99,22.48,0.282,0.049
853570-1,17.99,26.93,0.331,0.078
853571-1,6.99,,,
853572-1,6.99,18.83,1.329,0.13699999999999998
853573-1,6.99,10.22,0.264,0.08800000000000001
853574-1,9.99,16.61,0.539,0.12
853575-1,19.99,33.74,0.47100000000000003,0.12300000000000001
853580-1,19.99,45.16,0.9690000000000001,0.19899999999999998
853590-1,6.99,8.36,0.033,0.08800000000000001
853591-1,6.99,11.12,0.376,0.11599999999999999
